,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.06,1.42,2.15,2.2,2.04,1.86,0.85,0.76,0.69,0.56,0.75,0.57,0.49,0.57,0.88,0.48
f_1,2.25,1.05,1.8,2.02,1.87,1.91,0.59,0.84,0.62,0.56,0.81,0.53,0.36,0.51,0.46,0.53
d_1,2.34,2.58,1.05,2.32,1.96,1.6,0.79,0.54,0.95,0.62,0.52,0.67,0.44,0.53,0.49,0.3
c_1,1.97,2.29,2.51,1.06,2.69,1.52,0.85,0.89,0.41,0.83,0.63,0.6,0.5,0.5,0.58,0.48
b_1,2.53,3.15,2.92,1.44,1.06,2.65,0.96,1.01,0.76,1.21,0.76,1.03,0.62,0.67,0.65,0.66
a_1,3.21,3.5,3.73,3.99,1.77,1.07,1.64,1.28,1.14,1.01,1.0,1.16,0.91,1.16,1.28,0.78
h_1,5.55,6.63,5.37,5.57,5.46,4.11,1.31,2.26,1.76,1.61,1.7,1.63,2.01,1.31,1.28,1.24
g_1,6.54,6.92,6.85,5.88,5.41,5.6,1.66,1.32,2.29,2.08,1.89,1.75,1.1,1.71,1.56,1.73
d_0,4.4,6.6,10.77,8.04,5.92,4.84,2.63,2.42,1.54,1.87,1.78,1.92,1.91,1.65,1.64,1.56
c_0,8.05,7.2,4.51,11.22,5.75,5.48,2.84,2.49,2.85,1.46,2.35,2.4,1.56,1.65,1.51,1.63
f_0,6.97,10.27,7.45,7.49,6.78,6.03,2.71,1.95,2.57,2.0,1.46,2.31,1.91,1.79,2.54,1.11
b_0,8.29,8.19,5.92,10.34,10.89,6.54,2.64,3.04,2.41,1.4,1.96,1.49,1.95,2.39,1.45,1.46
h_0,9.1,10.15,8.93,9.03,8.63,7.26,3.94,3.86,2.5,2.75,2.5,2.31,2.43,1.96,2.02,1.94
a_0,9.75,11.56,8.69,9.56,11.14,12.57,4.03,3.45,3.27,3.04,2.9,1.73,2.57,1.63,2.86,1.89
e_0,10.71,13.35,9.4,9.85,9.82,8.03,3.63,3.35,3.2,3.21,1.59,3.49,2.6,2.78,1.59,1.93
g_0,10.55,10.23,12.1,12.17,10.94,8.83,3.39,4.1,3.4,2.92,3.51,3.13,2.12,3.35,2.93,2.88
