,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.12,2.91,4.69,5.18,5.42,5.38,1.68,1.83,1.25,1.07,1.01,1.3,0.79,1.01,2.23,0.65
f_1,4.99,1.12,4.59,5.19,5.42,4.13,1.05,1.53,1.1,0.84,1.02,2.01,0.49,1.04,0.85,0.96
d_1,7.69,6.67,1.12,5.64,4.85,4.82,1.55,0.93,3.23,1.05,1.08,0.93,1.0,0.93,1.13,0.57
c_1,4.67,5.97,8.91,1.13,4.92,6.18,1.66,1.7,0.67,2.44,1.25,1.3,0.89,1.32,1.24,0.85
b_1,6.03,6.75,7.95,3.42,1.14,7.96,2.15,2.71,1.27,1.8,2.65,1.36,0.88,1.63,1.27,1.04
a_1,8.85,13.03,10.66,14.83,5.48,1.14,2.85,3.33,2.16,2.51,2.85,2.07,2.04,4.07,1.66,1.63
h_1,16.17,20.63,15.41,17.4,21.16,15.84,1.77,5.32,3.46,3.11,3.42,3.77,4.45,4.11,3.08,2.58
g_1,24.15,27.92,20.58,24.92,19.96,19.01,4.5,1.79,4.18,4.24,4.17,3.93,2.36,4.07,4.78,4.74
d_0,11.7,22.51,49.26,23.6,22.86,24.74,8.19,7.77,2.44,4.94,5.11,5.43,2.92,6.76,4.54,3.55
c_0,25.1,24.6,10.84,75.98,28.35,21.5,7.54,6.5,6.79,2.46,5.2,5.32,3.31,4.53,4.27,3.79
b_0,27.06,24.6,19.01,32.11,57.86,25.8,7.29,7.68,6.16,2.61,2.36,4.85,3.81,5.62,4.37,3.88
f_0,28.47,55.43,21.67,24.34,29.84,19.85,8.27,4.57,6.16,5.59,7.18,2.3,4.19,7.0,5.45,2.66
h_0,32.06,31.47,31.56,39.94,32.22,30.1,18.3,10.4,7.39,6.02,6.52,5.97,9.28,6.76,5.06,5.5
a_0,39.74,41.73,29.29,40.45,48.05,78.52,10.36,12.29,7.64,5.96,3.26,8.1,6.67,2.42,6.68,4.43
e_0,71.98,70.08,36.53,35.4,38.31,44.05,10.62,9.66,8.75,7.02,9.0,4.56,5.69,6.05,2.72,5.5
g_0,42.87,40.81,48.52,47.92,48.88,37.62,9.25,17.33,9.78,8.66,8.59,8.23,4.15,7.98,9.08,9.47
