,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,10153.84,130.26,160.0,199.63,478.07,2452.37,240384.67,381906.37,1255566.1,641532.25,1490638.7,1510544.45,4675147.54,6496558.99,,17403184.56
f_1,189.47,10668.72,180.04,247.12,438.9,1485.94,262985.92,385674.15,693147.73,1027642.27,,1525447.05,6295028.29,4771383.42,6608349.74,18673309.41
d_1,112.84,125.7,14594.25,186.96,436.17,1318.5,287202.12,437152.07,,1807829.54,1024049.89,1821145.65,6870388.73,7620708.24,6701368.18,15204616.94
c_1,135.49,169.23,163.19,20578.77,1017.64,1317.89,238371.03,468162.54,655457.82,,1573516.66,1265080.97,5742639.56,4760759.63,5382559.87,13778087.62
b_1,146.43,131.18,142.39,183.15,46262.46,4206.86,226075.35,417103.82,680155.99,719019.53,1401905.86,,6964612.47,6398668.9,7174108.95,16940083.0
a_1,127.84,115.09,201.27,320.52,471.45,261016.43,191735.39,,993451.73,1058686.23,1585282.43,,5668059.82,,,14575167.07
h_1,587.39,832.87,802.17,1011.07,1605.54,4152.33,12303020.74,2275567.92,2164566.59,2247386.56,4780182.77,4438880.61,,32727026.48,24462093.3,52739091.36
g_1,481.35,331.23,1002.14,739.48,1361.07,,906171.5,22698790.04,1922355.88,3117576.03,7996582.24,5017318.31,17894910.81,40074383.0,35782078.82,
d_0,723.58,815.59,,2608.92,2813.93,11795.27,1371119.78,1025547.74,20346600.0,3928618.78,4595886.57,5080646.48,36323924.92,27859867.05,32857393.57,72436824.28
c_0,821.04,666.36,1153.44,,1530.12,8634.07,1292992.63,1662650.23,3438145.19,26870063.43,7046050.3,13698329.01,23775259.32,20793126.7,32912467.98,118075099.44
f_0,592.27,,1155.47,1242.21,2119.95,8156.13,1154796.17,2294462.53,4231454.19,2354334.72,55359693.58,5784967.15,21768128.29,27498972.61,76690143.0,79584621.62
b_0,712.17,929.33,837.62,961.46,,,1132874.84,1839312.64,2613026.52,4053422.97,4496012.79,58710940.19,40187901.15,60120090.09,31720426.47,84887598.25
h_0,1102.91,1737.6,1506.19,2177.62,3265.86,13466.89,,3845442.08,4064292.1,6521507.18,6462357.21,8334651.12,,40966536.68,37825675.62,169757828.18
a_0,720.65,724.0,720.67,1586.26,1998.34,,1513205.76,1456606.85,3133991.47,4577261.06,8975496.12,6765138.89,39922093.19,352056174.6,,
e_0,,964.68,1092.69,897.91,2741.36,,1330056.3,1717746.27,3501332.72,5067387.34,6598202.55,10029470.78,26385100.68,,397242616.53,
g_0,1062.09,669.32,2035.72,1720.64,2903.07,14561.11,1709785.36,,3727501.39,4679329.17,15212245.69,13759188.83,65927584.06,,,
