,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.06,2.3,1.97,2.02,1.86,1.42,0.57,0.76,0.56,0.53,0.54,0.64,0.35,0.56,0.39,0.55
e_1,1.36,1.06,2.2,2.46,1.94,1.81,0.84,0.88,0.77,0.6,0.68,0.71,0.53,0.53,0.78,0.44
d_1,2.34,2.3,1.05,2.01,2.28,1.74,0.77,0.57,0.99,0.71,0.61,0.64,0.49,0.59,0.55,0.32
c_1,2.22,1.84,2.96,1.06,2.63,1.66,1.07,0.88,0.43,0.97,0.62,0.7,0.46,0.54,0.54,0.47
b_1,2.99,2.63,2.34,1.45,1.06,3.12,1.02,0.87,0.77,0.88,1.11,0.68,0.57,0.6,0.72,0.49
a_1,3.99,3.52,3.85,3.85,1.62,1.07,1.19,1.19,1.05,1.08,1.16,0.89,1.02,1.45,0.84,0.61
h_1,6.04,5.67,5.28,5.19,5.49,4.36,1.31,2.09,1.86,1.68,1.45,1.4,1.53,1.27,1.17,1.3
g_1,7.68,6.56,6.04,5.99,6.59,5.69,2.15,1.33,1.82,1.98,2.12,2.07,1.23,1.79,1.39,1.55
d_0,7.09,4.11,8.38,7.63,6.94,5.55,2.48,3.08,1.54,1.84,2.15,1.86,1.75,1.66,1.61,1.73
c_0,8.31,7.53,4.18,9.81,6.41,5.29,2.47,2.39,2.71,1.45,2.03,1.71,1.54,1.78,1.52,1.26
b_0,8.05,6.38,6.61,9.28,8.41,5.29,2.87,2.4,1.99,1.36,1.48,1.91,1.63,2.14,1.73,1.58
f_0,12.72,7.6,7.08,8.23,7.71,5.97,3.58,1.8,2.48,2.49,2.23,1.45,1.83,1.99,2.2,1.11
h_0,10.92,8.1,9.16,10.3,9.34,6.19,4.23,3.18,2.33,2.99,2.47,2.23,2.72,2.04,2.22,2.17
a_0,9.94,9.44,8.87,9.45,11.16,11.67,4.19,3.23,2.59,2.6,1.59,2.6,2.16,1.58,2.32,2.1
e_0,14.58,13.4,9.96,10.93,10.62,8.12,4.84,4.27,2.91,3.56,2.93,1.76,2.15,2.78,1.62,2.26
g_0,12.57,12.77,11.99,13.77,12.16,13.65,3.68,4.99,3.37,3.51,3.24,3.62,2.1,2.69,3.08,2.81
