,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.88,0.08,0.08,0.1,0.07,0.05,0.06,0.06,0.16,0.08,0.07,0.07,0.07,0.05,0.01,0.05
f_1,0.16,0.88,0.08,0.08,0.06,0.05,0.07,0.06,0.07,0.08,0.07,0.02,0.08,0.05,0.04,0.06
d_1,0.09,0.09,0.88,0.05,0.08,0.05,0.07,0.06,0.02,0.15,0.09,0.07,0.08,0.05,0.05,0.05
c_1,0.07,0.09,0.07,0.87,0.14,0.05,0.08,0.06,0.08,0.01,0.06,0.06,0.06,0.05,0.05,0.06
b_1,0.08,0.1,0.08,0.08,0.87,0.08,0.09,0.07,0.07,0.07,0.01,0.07,0.07,0.02,0.06,0.05
a_1,0.09,0.1,0.08,0.08,0.05,0.87,0.08,0.06,0.09,0.08,0.07,0.08,0.08,0.01,0.04,0.06
h_1,0.14,0.24,0.16,0.11,0.11,0.07,0.53,0.15,0.12,0.12,0.1,0.12,0.04,0.08,0.09,0.13
g_1,0.11,0.13,0.26,0.13,0.12,0.08,0.13,0.53,0.13,0.12,0.12,0.22,0.11,0.07,0.08,0.05
d_0,0.17,0.15,0.05,0.26,0.12,0.1,0.1,0.1,0.38,0.11,0.14,0.15,0.13,0.06,0.08,0.07
c_0,0.16,0.2,0.18,0.07,0.07,0.08,0.13,0.13,0.15,0.39,0.26,0.12,0.15,0.13,0.1,0.1
b_0,0.19,0.16,0.15,0.14,0.05,0.08,0.15,0.11,0.17,0.19,0.39,0.14,0.12,0.2,0.09,0.09
f_0,0.17,0.06,0.18,0.16,0.13,0.09,0.14,0.11,0.15,0.13,0.13,0.36,0.12,0.09,0.2,0.11
h_0,0.16,0.24,0.16,0.12,0.12,0.07,0.04,0.14,0.14,0.14,0.11,0.14,0.05,0.09,0.07,0.14
a_0,0.19,0.18,0.17,0.11,0.13,0.03,0.15,0.13,0.1,0.17,0.14,0.13,0.11,0.37,0.1,0.1
e_0,0.06,0.17,0.18,0.12,0.14,0.09,0.16,0.17,0.18,0.12,0.12,0.18,0.16,0.09,0.37,0.14
g_0,0.16,0.14,0.2,0.12,0.14,0.06,0.11,0.05,0.13,0.13,0.1,0.19,0.11,0.08,0.11,0.05
