,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,g_0,a_0,e_0
e_1,0.44,1.08,2.16,2.07,2.22,2.04,0.68,0.66,0.43,0.38,0.43,0.48,0.32,0.36,0.41,1.0
f_1,1.79,0.44,1.82,2.11,1.99,1.87,0.44,0.59,0.4,0.47,0.42,0.87,0.19,0.32,0.4,0.39
d_1,2.26,2.42,0.42,1.94,1.99,2.29,0.55,0.38,1.33,0.36,0.42,0.35,0.32,0.17,0.38,0.41
c_1,1.69,2.21,2.87,0.41,2.05,1.81,0.63,0.54,0.25,0.81,0.35,0.4,0.32,0.33,0.36,0.35
b_1,2.19,2.83,2.12,1.25,0.4,1.98,0.65,0.89,0.46,0.77,1.01,0.47,0.36,0.34,0.54,0.46
a_1,3.04,2.95,3.0,2.87,1.45,0.33,0.94,1.0,0.65,0.52,0.6,0.51,0.39,0.43,0.91,0.47
h_1,2.94,3.21,2.96,3.55,3.76,2.98,0.34,0.85,0.75,0.6,0.56,0.73,0.78,0.48,0.63,0.53
g_1,3.71,3.89,3.28,3.71,4.49,3.18,0.85,0.31,0.78,0.7,0.74,0.68,0.41,0.99,0.86,0.8
d_0,2.05,3.51,6.82,4.09,3.56,3.83,1.29,1.39,0.4,0.77,0.79,0.8,0.59,0.63,0.71,0.79
c_0,4.66,3.95,1.97,7.76,3.53,5.21,1.23,1.01,1.17,0.37,1.11,0.72,0.63,0.64,0.64,0.71
b_0,4.03,3.84,3.55,6.11,7.26,4.22,1.08,1.4,0.8,0.43,0.35,0.85,0.63,0.61,0.71,0.78
f_0,4.0,9.75,3.69,4.82,3.84,4.26,0.89,0.68,0.83,0.7,1.06,0.36,0.77,0.43,0.97,0.76
h_0,4.45,5.4,3.98,4.31,4.05,3.83,2.03,1.36,0.91,1.1,0.86,0.77,1.05,0.7,0.74,0.92
g_0,5.78,5.63,4.92,4.87,4.74,5.11,0.96,2.14,1.15,0.85,0.9,0.82,0.53,1.14,1.04,0.8
a_0,5.99,6.08,4.72,4.62,5.92,9.36,1.35,1.24,1.06,0.94,0.48,0.77,0.71,0.91,0.33,0.92
e_0,7.21,6.91,4.84,5.42,5.09,4.48,1.38,1.33,1.09,1.07,1.04,0.48,0.87,0.79,1.16,0.32
