,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.52,1.32,0.82,0.89,0.75,0.65,0.96,0.87,0.91,1.08,0.95,0.66,0.98,0.73,0.95,0.68
e_1,0.92,1.52,0.76,1.12,0.79,0.68,1.1,1.06,1.02,1.66,1.05,1.03,1.16,1.06,1.01,0.72
d_1,1.06,0.91,1.55,0.77,0.75,0.66,1.11,0.92,1.62,0.87,1.21,1.07,1.2,0.95,0.99,0.8
c_1,0.89,0.8,0.97,1.58,1.36,0.71,1.06,0.96,0.7,0.87,0.84,1.05,1.11,0.95,0.94,0.86
b_1,0.95,0.94,1.07,0.77,1.66,1.32,1.03,0.96,1.07,1.01,0.83,0.96,1.19,0.8,1.21,0.93
a_1,1.06,1.06,1.19,0.88,0.76,1.78,1.15,1.01,1.19,0.92,1.25,1.12,1.4,0.78,1.32,1.05
h_1,1.4,1.14,1.22,1.07,1.04,0.82,1.79,1.44,1.17,1.28,1.28,1.27,1.32,0.98,1.61,1.12
g_1,1.25,1.0,1.53,1.15,1.05,0.95,1.17,1.89,1.28,1.09,1.24,1.59,1.27,1.1,1.07,1.3
c_0,1.38,1.31,1.08,1.12,0.88,0.86,1.53,1.34,1.77,1.3,2.16,1.47,1.57,1.35,1.55,1.24
d_0,1.17,1.02,0.9,1.9,1.14,0.99,1.35,1.26,1.16,1.72,1.18,1.43,1.38,1.02,1.25,1.11
b_0,1.4,1.29,1.06,1.32,0.85,0.73,1.49,1.32,1.22,1.53,1.8,1.43,1.66,2.23,1.52,1.36
f_0,1.18,1.03,1.31,1.21,1.17,1.13,1.52,1.25,1.44,1.34,1.37,1.83,1.45,1.2,1.2,2.08
h_0,1.63,1.23,1.23,1.26,0.92,0.93,1.23,1.59,1.41,1.38,1.35,1.31,1.24,1.23,1.72,1.11
a_0,1.5,1.17,1.24,1.23,1.35,0.92,1.61,1.37,1.45,1.65,1.03,1.62,1.74,1.84,1.45,1.48
g_0,1.23,1.18,1.76,1.31,0.96,0.94,1.32,1.33,1.52,1.38,1.48,1.99,1.6,1.34,1.35,1.2
e_0,1.41,1.2,1.38,1.31,1.18,1.14,1.32,1.2,1.39,1.53,1.54,1.31,1.78,1.23,1.71,1.91
