,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,103.8,63.99,82.05,128.61,188.47,531.49,13721.21,19643.44,38897.48,26969.54,50190.24,48771.39,129607.6,167255.2,153497.86,269362.79
f_1,99.25,106.39,75.46,112.04,151.99,472.84,12483.77,18263.38,26123.13,27913.87,36194.59,48058.19,112932.88,141695.07,120967.66,276033.21
d_1,62.31,75.41,124.97,86.83,148.18,442.6,12387.52,16527.6,19448.46,43319.58,42660.17,56159.41,117012.81,160359.26,157694.21,245067.13
c_1,56.25,61.08,73.81,146.88,244.46,417.62,11372.77,16607.83,19164.96,18923.47,37010.01,29893.78,107722.47,123081.83,133228.31,223085.36
b_1,47.17,55.58,64.31,69.93,219.78,626.44,10354.7,15587.79,19566.89,22821.89,32495.17,29488.14,88857.66,96046.65,108746.69,181875.37
a_1,39.07,37.99,49.13,67.1,78.65,516.99,7971.95,10314.31,14636.22,16706.46,24259.58,26305.21,67274.06,70237.5,94882.33,136558.48
h_1,15.58,19.52,20.67,24.98,33.43,104.2,3996.54,5860.25,5804.01,6265.7,10349.69,10269.05,26719.96,34458.16,36627.65,69192.65
g_1,12.49,14.64,23.17,19.62,34.78,94.42,2266.05,5391.17,4375.92,6682.79,11306.58,8967.18,22822.25,32431.46,36736.94,52997.19
d_0,11.65,14.34,14.02,29.71,36.62,83.35,2438.22,3526.56,5791.32,3999.99,7784.81,8350.91,25400.21,30663.67,29047.98,45241.74
c_0,12.51,13.97,14.92,20.12,24.55,89.46,2700.91,3420.11,5497.75,6850.29,9357.03,13831.38,23705.34,32979.79,30679.12,54647.53
f_0,9.8,11.33,14.37,17.35,29.74,78.31,2166.09,3074.91,4249.99,4601.86,9210.31,8418.33,19531.68,25508.59,44004.45,40888.39
b_0,10.75,12.49,12.99,19.67,23.1,67.18,1908.72,3109.88,4136.23,4267.61,6852.34,9637.5,21197.58,38637.83,23897.15,45145.47
h_0,8.07,11.01,11.6,11.67,20.93,54.3,1332.51,2745.14,2629.58,3743.45,5219.43,5601.87,13605.72,17899.98,16876.64,36453.06
a_0,7.44,8.06,9.28,11.71,19.58,56.43,1530.53,2003.55,2669.35,3181.58,4510.79,4515.12,14136.78,22500.28,15769.07,30870.18
e_0,6.8,8.95,9.47,11.92,18.44,45.62,1559.29,2138.51,2739.94,3336.52,4162.3,5863.05,14738.64,16387.01,23036.74,28813.78
g_0,6.25,6.39,10.56,9.93,16.05,43.47,1182.34,1750.02,2200.83,3106.06,5515.06,4668.73,11377.59,15942.76,18330.71,23082.64
