,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.43,0.67,1.33,1.19,1.44,1.18,0.41,0.25,0.32,0.21,0.25,0.3,0.19,0.22,0.34,0.22
f_1,1.1,0.42,1.12,1.1,1.11,0.95,0.23,0.27,0.41,0.23,0.26,0.3,0.12,0.22,0.22,0.17
c_1,0.93,1.22,0.41,1.69,1.21,1.07,0.31,0.14,0.37,0.36,0.22,0.23,0.19,0.24,0.21,0.19
d_1,1.36,1.17,1.3,0.41,1.29,1.21,0.32,0.52,0.19,0.23,0.22,0.26,0.15,0.22,0.24,0.11
b_1,1.43,1.59,0.7,1.4,0.38,1.44,0.39,0.27,0.44,0.44,0.46,0.29,0.26,0.27,0.29,0.21
a_1,1.76,2.06,1.62,1.67,0.74,0.32,0.5,0.39,0.58,0.34,0.52,0.34,0.28,0.69,0.35,0.24
h_1,2.45,2.26,2.26,2.13,2.03,1.83,0.3,0.41,0.55,0.43,0.46,0.4,0.4,0.43,0.35,0.36
d_0,1.45,2.2,2.38,3.59,2.64,2.76,0.77,0.33,0.89,0.53,0.53,0.55,0.44,0.42,0.61,0.49
g_1,2.44,2.54,2.7,2.16,2.66,2.79,0.55,0.58,0.28,0.44,0.5,0.44,0.29,0.45,0.45,0.44
c_0,2.61,2.37,4.87,1.38,2.69,2.45,0.91,0.9,0.65,0.32,0.5,0.48,0.35,0.47,0.47,0.35
b_0,2.19,2.38,3.81,2.0,4.17,2.23,0.76,0.65,0.7,0.29,0.31,0.48,0.35,0.56,0.5,0.36
f_0,2.54,4.23,2.66,2.44,2.84,2.63,0.9,0.59,0.5,0.58,0.54,0.3,0.38,0.56,0.51,0.24
h_0,3.05,3.22,3.07,2.7,2.66,2.66,0.92,0.68,0.95,0.59,0.61,0.6,0.53,0.56,0.47,0.32
a_0,2.75,3.05,3.54,2.49,3.85,4.08,0.92,0.84,0.88,0.51,0.33,0.55,0.41,0.3,0.6,0.43
e_0,4.11,4.88,3.2,3.03,2.91,2.47,0.75,0.69,0.75,0.63,0.56,0.3,0.43,0.5,0.29,0.37
g_0,3.7,3.17,3.13,3.19,3.13,3.14,0.69,0.78,1.04,0.66,0.62,0.63,0.33,0.61,0.58,0.52
