,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,90.78,84.01,86.91,92.95,104.44,276.11,8022.99,19361.38,19892.83,21048.89,30399.86,27278.99,80612.8,93717.19,125356.37,167417.06
e_1,45.04,106.75,72.71,92.63,98.68,358.25,9831.22,30376.31,17979.97,17630.61,37017.44,52883.41,96895.38,94058.07,130892.15,194034.57
d_1,39.84,50.2,153.79,62.24,90.85,252.55,7102.31,11808.4,29391.45,14447.3,26392.19,47577.04,76822.65,99636.58,128359.39,148705.59
c_1,35.97,42.09,77.41,154.22,136.67,304.32,6931.78,12660.77,8973.03,13902.79,19511.51,37517.02,68486.25,82140.0,130011.59,148279.4
b_1,33.56,44.8,59.89,61.74,177.29,508.73,8527.34,15693.39,15873.21,15360.04,19720.86,44091.67,73029.83,55099.44,117730.32,166307.09
a_1,26.67,28.21,57.07,47.76,37.78,495.36,4957.97,9991.48,9994.17,13030.12,14929.11,26758.37,43308.12,37963.44,90469.27,87577.19
h_1,14.99,10.65,23.5,21.63,20.78,75.9,3459.61,4326.07,4644.73,5959.1,7494.21,10500.67,14891.06,25202.65,37069.06,53475.48
d_0,9.34,7.71,12.34,30.76,19.98,69.83,2042.81,5103.25,3567.1,4079.75,5440.33,10324.57,18521.72,19451.59,31207.14,36245.5
c_0,9.98,11.85,14.38,18.1,14.69,66.24,1812.73,3449.92,5580.95,4057.72,10379.81,8801.27,18013.84,25681.81,31292.03,36955.02
g_1,7.48,9.88,24.75,18.54,18.06,49.67,1464.15,3475.0,3451.33,6440.65,6284.18,13541.37,15556.83,15431.22,29879.49,28441.64
b_0,8.91,8.07,16.62,18.16,11.43,56.02,1559.73,3777.86,3045.61,3093.68,7721.24,7600.52,15441.53,30168.67,25164.77,27100.82
f_0,6.19,5.54,14.05,14.9,14.76,47.12,1599.57,2573.2,3479.94,2599.98,5117.9,11244.76,13433.24,15772.28,43429.46,28537.37
h_0,7.79,6.7,11.42,10.78,12.1,51.19,778.68,2159.73,2290.51,3101.99,3897.32,5966.42,8630.17,9673.76,18283.51,27983.29
a_0,6.42,6.0,10.4,10.7,12.37,24.3,1190.24,2256.55,2404.58,2541.49,3360.14,5525.57,11752.88,18823.33,16004.87,23152.52
e_0,5.13,3.76,9.74,9.77,10.76,37.0,1116.04,1745.71,2156.83,1908.99,3579.15,3444.07,9352.5,10086.93,25585.46,21585.61
g_0,4.68,4.41,12.8,8.04,7.85,39.19,864.09,1529.81,2005.49,1650.36,3905.08,6454.77,8142.86,9765.73,16411.07,15673.17
