,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.71,1.13,1.02,0.91,0.82,0.75,1.03,0.75,0.67,0.61,0.73,0.59,0.52,0.62,0.56
f_1,1.41,1.0,0.99,0.77,0.88,0.74,0.52,0.63,0.65,0.61,0.6,0.54,0.52,0.55,0.49,0.71
c_1,0.89,1.01,1.0,1.07,1.19,0.97,0.76,0.53,0.8,0.66,0.63,0.64,0.55,0.51,0.58,0.63
d_1,0.98,1.29,0.94,1.0,0.91,0.79,0.77,0.81,0.58,0.86,0.64,0.63,0.69,0.63,0.59,0.39
b_1,1.1,1.13,0.84,1.1,1.0,1.31,0.71,0.6,0.59,0.77,0.64,0.62,0.77,0.58,0.49,0.54
a_1,1.22,1.35,1.04,1.27,0.76,1.0,0.87,0.75,0.95,0.74,0.66,0.71,0.67,0.5,0.63,0.66
h_1,1.27,2.0,1.32,1.3,1.4,1.14,1.0,0.89,1.03,0.79,0.77,0.87,0.92,0.96,0.75,0.78
d_0,0.95,1.59,1.92,1.33,1.67,1.31,1.13,1.0,0.92,0.99,1.09,0.96,1.05,0.87,0.9,0.92
g_1,1.36,1.57,1.28,1.71,1.72,1.06,0.95,1.09,1.0,1.04,1.09,1.01,0.83,0.92,0.82,0.88
c_0,1.52,1.76,1.53,1.13,1.27,1.23,1.27,1.07,1.03,1.0,1.44,1.03,1.0,1.0,1.03,0.9
b_0,1.57,1.64,1.63,1.59,1.54,1.37,1.33,0.93,0.84,0.7,1.0,0.93,0.81,1.51,0.79,1.15
f_0,1.32,1.95,1.55,1.61,1.61,1.43,1.09,1.01,0.99,1.0,1.08,1.0,0.88,0.82,1.32,0.59
h_0,1.64,1.88,1.81,1.46,1.32,1.53,1.09,0.97,1.23,0.98,1.16,1.12,1.0,0.9,1.05,0.9
a_0,1.88,1.68,2.06,1.64,1.64,,0.96,1.2,1.12,1.05,0.75,1.06,1.07,1.0,0.92,1.0
e_0,1.41,2.06,1.75,1.66,2.12,1.59,1.28,1.1,1.19,1.01,1.31,0.73,0.98,0.99,1.0,0.97
g_0,1.82,1.38,1.61,2.67,1.88,1.51,1.28,1.06,1.18,1.1,0.93,1.78,1.11,1.05,1.09,1.0
