,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.68,6.8,6.04,5.69,4.91,4.96,2.09,2.3,1.87,2.02,2.12,,1.14,1.74,1.68,2.09
e_1,3.76,0.67,6.34,5.82,5.94,6.12,2.36,3.16,1.64,2.79,2.36,2.13,1.54,1.82,,1.28
d_1,5.89,5.89,0.66,4.91,5.91,5.09,2.62,1.96,2.39,,2.09,2.34,1.7,2.17,2.4,0.95
c_1,6.41,5.53,7.65,0.65,5.87,3.93,2.95,2.56,,1.42,2.57,2.27,1.58,1.75,2.17,1.84
b_1,7.74,5.68,5.71,4.23,0.63,8.16,3.15,2.51,2.88,2.23,,1.84,2.23,1.92,2.04,1.39
a_1,7.54,8.44,8.87,10.06,4.08,0.57,2.63,2.9,3.22,2.38,2.44,2.29,,,,
h_1,4.81,5.34,5.09,3.98,4.63,4.97,0.61,2.21,2.03,2.38,1.48,1.45,,1.53,1.65,1.7
g_1,8.36,5.29,4.9,6.41,4.52,5.63,2.09,0.58,2.02,1.72,2.03,2.43,1.42,2.33,1.46,
c_0,5.04,6.13,3.07,,4.83,4.01,2.15,3.27,0.69,2.04,1.99,1.44,1.25,1.46,1.37,1.39
d_0,4.02,2.75,,5.81,4.78,4.44,1.78,2.59,1.9,0.72,1.99,1.72,1.42,1.73,1.46,1.89
b_0,4.58,5.47,6.32,4.6,,5.24,2.73,2.15,1.1,1.51,0.68,1.58,1.56,2.36,1.54,2.0
f_0,,4.98,4.68,5.16,5.62,4.93,2.78,1.41,2.12,2.1,2.43,0.64,1.81,,1.54,1.13
h_0,5.26,5.35,4.46,4.8,5.55,,,1.57,1.91,1.31,1.48,1.68,,1.4,1.96,1.42
a_0,8.47,6.17,4.73,6.0,6.26,,2.78,2.97,2.32,2.19,1.07,,1.78,0.64,1.75,
e_0,6.56,,5.43,5.96,6.47,,2.52,3.22,3.08,2.31,2.19,2.4,1.06,1.96,0.6,
g_0,4.78,7.54,6.12,5.24,5.76,,1.59,,1.71,1.67,1.72,1.8,1.35,,,
