,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.22,0.9,0.91,0.88,0.73,0.61,0.65,0.65,0.58,0.66,0.57,0.51,0.52,0.45,0.57
e_1,0.82,1.0,0.92,1.15,0.98,0.84,0.7,0.72,0.84,0.65,0.62,0.69,0.6,0.59,0.58,0.58
d_1,1.11,1.06,1.0,0.95,0.94,0.79,0.7,0.55,0.68,0.81,0.7,0.61,0.6,0.63,0.62,0.51
c_1,1.06,0.88,1.09,1.0,1.24,0.83,0.75,0.72,0.52,0.57,0.52,0.58,0.62,0.58,0.6,0.5
b_1,1.1,1.02,1.09,0.82,1.0,1.29,0.75,0.67,0.64,0.77,0.7,0.68,0.67,0.52,0.58,0.59
a_1,1.34,1.14,1.23,1.19,0.82,1.0,0.94,0.85,0.78,0.8,0.81,0.71,0.76,0.71,0.65,0.69
h_1,1.68,1.4,1.4,1.33,1.29,1.11,1.0,1.05,0.88,0.85,0.93,0.86,0.81,0.74,0.77,0.87
g_1,1.56,1.38,1.79,1.4,1.44,1.19,0.97,1.0,0.89,0.93,0.92,1.04,0.81,0.86,0.94,0.83
d_0,1.51,1.24,1.46,1.95,1.56,1.27,1.13,1.09,1.0,0.81,0.92,1.01,0.96,0.81,0.92,0.84
c_0,1.63,1.63,1.3,1.78,1.25,1.19,1.17,1.05,1.22,1.0,1.34,1.01,1.02,1.09,0.89,0.96
b_0,1.57,1.61,1.41,1.84,1.42,1.22,1.14,1.09,1.18,0.78,1.0,0.89,0.94,1.18,0.83,0.84
f_0,1.75,1.38,1.71,1.7,1.5,1.47,1.16,1.01,0.97,0.97,1.1,1.0,1.04,1.01,1.28,0.78
h_0,1.96,1.69,1.64,1.6,1.49,1.29,1.24,1.26,1.03,0.98,1.08,0.98,1.0,0.91,0.87,1.01
a_0,1.84,1.73,1.59,1.78,1.78,1.4,1.4,1.25,1.23,0.96,0.87,1.02,1.04,1.01,0.9,0.99
e_0,2.12,1.71,1.64,1.73,1.69,1.52,1.24,1.12,1.09,1.1,1.23,0.82,1.12,1.04,1.0,0.93
g_0,1.86,1.77,1.98,1.94,1.68,1.41,1.14,1.25,1.16,1.04,1.23,1.31,0.98,0.97,1.08,1.0
