,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.76,1.23,0.92,1.12,1.01,1.0,1.37,1.03,1.1,1.04,1.1,1.2,0.91,0.99,1.1
f_1,1.33,1.0,0.95,0.96,0.84,0.87,0.87,1.0,0.92,0.99,0.95,0.96,0.82,1.02,0.96,0.99
c_1,0.81,1.05,1.0,1.19,1.4,0.84,1.05,0.67,0.73,1.0,0.78,0.89,1.04,1.0,1.02,1.02
d_1,1.09,1.05,0.85,1.0,1.01,0.87,1.04,1.15,1.22,0.88,1.14,1.14,1.0,1.11,1.0,0.81
b_1,0.89,1.2,0.72,0.98,1.0,1.63,1.05,0.99,1.11,1.02,0.76,0.86,0.95,0.93,1.04,1.07
a_1,0.99,1.15,1.18,1.13,0.61,1.0,1.04,1.1,1.03,1.11,1.2,0.98,1.22,0.92,0.94,1.13
h_1,0.97,1.15,0.96,0.97,0.95,0.93,1.0,0.93,0.99,1.11,0.87,0.92,0.92,0.91,1.02,1.13
d_0,0.73,1.0,1.49,0.92,1.01,0.98,1.08,1.0,0.79,0.96,1.02,1.03,1.01,0.97,0.99,1.12
c_0,1.03,1.07,1.17,0.83,0.85,0.97,0.98,1.19,1.0,1.08,1.46,0.97,1.0,0.98,0.99,1.09
g_1,0.9,0.95,0.99,1.14,1.02,0.93,0.88,0.98,0.94,1.0,1.01,1.29,0.81,1.0,1.04,1.03
b_0,0.99,1.05,1.23,0.88,1.26,0.85,1.1,1.02,0.68,1.03,1.0,0.99,1.04,1.27,0.91,1.14
f_0,0.84,1.07,1.16,0.89,1.12,1.08,1.06,0.96,1.0,0.79,1.0,1.0,1.04,0.91,1.25,0.86
h_0,0.85,1.24,0.94,0.98,1.02,0.85,1.1,1.0,1.0,1.2,0.93,0.95,1.0,0.92,0.98,1.1
a_0,1.08,0.99,0.98,0.92,1.02,1.21,1.1,1.06,1.04,0.97,0.76,1.13,1.09,1.0,0.87,1.08
e_0,0.95,1.15,0.98,1.08,0.93,1.05,1.03,1.0,0.99,1.02,1.08,0.76,1.01,1.26,1.0,0.86
g_0,0.94,1.02,0.97,1.23,0.94,0.87,0.88,0.89,0.94,0.95,0.86,1.14,0.9,0.99,1.12,1.0
