,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.81,0.93,1.24,1.03,0.85,1.08,1.09,1.36,0.96,1.04,1.08,1.06,1.19,1.02,1.13
f_1,1.22,1.0,0.95,1.0,0.9,0.91,0.88,1.07,0.97,0.87,0.97,0.88,0.87,0.85,0.89,1.11
d_1,1.07,1.04,1.0,0.89,0.93,0.99,0.93,0.88,1.05,1.34,1.12,0.98,0.97,0.99,1.05,0.82
c_1,0.81,1.01,1.14,1.0,1.44,0.99,1.02,0.97,0.72,0.78,0.73,0.97,1.04,0.88,0.94,0.97
b_1,0.99,1.14,1.08,0.71,1.0,1.67,1.02,0.96,0.94,1.19,1.07,0.96,1.03,0.93,0.92,0.98
a_1,1.13,1.09,1.01,1.01,0.62,1.0,1.16,1.13,1.14,1.13,1.19,1.12,1.15,1.13,1.12,0.99
h_1,0.91,1.13,1.03,0.98,0.96,0.87,1.0,1.14,0.85,0.94,0.93,1.09,0.95,0.85,0.93,1.12
g_1,0.89,0.92,1.12,1.02,0.99,0.88,0.88,1.0,0.93,1.01,1.07,1.24,0.84,0.99,1.07,1.04
d_0,0.74,1.02,0.98,1.4,1.06,0.86,1.15,1.08,1.0,0.71,0.89,1.0,1.05,1.03,1.0,1.13
c_0,1.02,1.12,0.78,1.23,0.84,0.86,1.06,1.05,1.4,1.0,1.42,1.14,1.06,1.21,1.02,1.1
b_0,0.96,1.05,0.87,1.37,0.92,0.81,1.1,0.97,1.14,0.68,1.0,0.98,1.1,1.44,0.96,1.22
f_0,0.93,1.12,0.98,1.09,1.04,0.92,0.92,0.83,1.0,0.88,0.99,1.0,1.07,1.08,1.4,0.79
h_0,0.93,1.15,1.03,1.0,0.94,0.86,1.06,1.14,0.96,0.92,0.91,0.9,1.0,0.96,0.92,1.21
a_0,0.88,1.18,0.97,1.11,1.06,0.82,1.19,1.02,0.92,0.84,0.72,0.94,1.02,1.0,1.03,1.0
e_0,0.98,1.15,0.95,1.01,1.11,0.9,1.1,0.95,1.0,0.95,1.03,0.71,1.08,0.97,1.0,1.02
g_0,0.87,0.92,1.22,1.0,1.03,0.97,0.89,0.94,0.87,0.96,0.83,1.2,0.83,0.97,1.02,1.01
