,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.08,1.9,2.1,2.22,2.32,1.96,0.48,0.45,0.45,0.68,0.41,0.59,0.25,0.4,0.4,0.35
e_1,1.6,1.09,2.29,2.59,2.5,2.17,0.74,0.6,0.49,0.7,0.55,0.73,0.34,0.48,0.63,0.45
d_1,3.02,3.07,1.09,2.66,2.65,2.06,0.66,0.83,0.55,0.49,0.51,0.49,0.38,0.51,0.45,0.24
c_1,2.69,2.4,3.27,1.1,2.37,2.43,0.73,0.35,0.64,0.71,0.49,0.55,0.39,0.52,0.52,0.4
b_1,3.18,2.96,3.08,1.65,1.11,2.98,0.94,0.58,0.85,0.88,0.97,0.64,0.48,0.57,0.55,0.49
a_1,5.21,4.14,4.56,3.77,2.54,1.13,1.44,0.97,1.06,1.38,1.07,0.85,0.58,1.33,0.77,0.57
h_1,9.89,8.54,9.23,9.64,8.98,7.34,1.54,1.85,2.07,2.64,1.92,1.67,1.68,1.69,1.67,1.27
d_0,11.08,7.44,14.1,13.46,13.01,10.79,3.65,1.9,2.8,3.6,2.45,3.01,1.83,2.36,2.93,2.21
c_0,13.77,13.67,6.69,15.16,12.52,11.49,3.61,3.39,1.77,3.52,2.65,2.27,2.0,2.54,2.22,1.61
g_1,12.6,11.76,12.67,14.13,12.16,10.02,2.65,2.38,2.59,1.59,2.51,2.36,1.39,2.27,2.14,2.15
b_0,14.54,12.49,10.43,17.35,16.78,12.85,3.91,3.07,1.71,3.35,1.79,2.35,1.88,2.34,2.28,1.69
f_0,19.44,15.03,14.23,15.85,15.63,13.85,4.34,3.32,3.66,2.79,3.54,1.84,2.1,3.2,3.12,1.58
h_0,18.51,16.24,17.01,18.7,16.23,16.27,6.75,3.51,3.58,4.78,3.7,3.78,3.21,3.18,3.06,2.79
a_0,21.02,20.82,15.65,19.52,24.62,22.19,4.85,3.77,3.2,5.38,2.4,3.39,3.5,2.15,3.01,2.64
e_0,26.86,24.81,19.2,22.31,22.04,21.94,6.01,4.54,4.5,5.98,4.94,2.28,3.5,4.6,2.3,2.47
g_0,25.62,23.99,19.09,24.4,20.37,19.15,5.42,5.25,4.56,7.03,5.21,4.02,2.6,4.6,3.7,3.25
