,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.5,0.45,0.48,0.5,0.42,0.33,0.52,0.98,0.55,0.49,0.48,0.48,0.6,0.43,0.6,0.17
f_1,0.7,1.52,0.43,0.42,0.41,0.39,0.49,0.52,0.63,0.51,0.56,0.27,0.51,0.54,0.63,0.47
d_1,0.46,0.56,1.53,0.49,0.36,0.34,0.62,0.31,0.89,0.38,0.65,0.58,0.54,0.47,0.45,0.4
c_1,0.47,0.52,0.39,1.55,0.75,0.38,0.53,0.53,0.14,0.51,0.39,0.52,0.67,0.34,0.57,0.5
b_1,0.52,0.48,0.57,0.38,1.59,0.62,0.54,0.53,0.6,0.48,0.21,0.47,0.6,0.46,0.54,0.44
a_1,0.53,0.43,0.59,0.53,0.42,1.74,0.64,0.54,0.6,0.55,0.76,0.62,0.58,0.25,0.61,0.46
h_1,0.67,0.94,0.77,0.71,0.67,0.58,1.67,0.97,0.81,1.04,0.92,0.69,0.52,0.71,0.99,0.74
d_0,0.57,0.81,0.41,1.23,0.77,0.7,0.81,1.49,0.75,0.92,0.96,0.84,1.04,0.59,0.65,0.83
c_0,0.71,0.77,0.68,0.71,0.62,0.68,0.99,0.99,1.51,0.96,1.52,0.91,0.83,0.98,0.9,0.76
g_1,0.75,0.76,1.05,0.74,0.62,0.45,0.76,0.88,0.83,1.75,0.85,1.18,0.7,0.61,0.5,0.8
b_0,0.9,0.87,0.75,0.96,0.56,0.46,0.78,0.88,0.8,0.89,1.54,0.88,1.22,1.35,0.84,0.82
f_0,0.76,0.55,0.88,0.78,0.84,0.64,1.15,0.96,0.94,0.67,0.94,1.58,1.1,0.86,0.88,1.34
h_0,0.78,1.16,0.87,0.77,0.67,0.64,0.63,0.86,1.08,1.09,0.72,0.87,0.64,0.82,1.18,0.66
a_0,0.88,0.73,0.82,0.91,0.8,0.39,1.03,1.04,1.0,1.08,0.95,0.94,1.1,1.73,1.07,0.86
g_0,0.72,0.64,1.38,0.82,0.76,0.58,0.82,1.01,1.01,0.61,1.0,1.24,0.87,0.77,0.51,0.75
e_0,0.51,0.88,1.01,0.83,0.8,0.87,0.92,0.67,0.98,0.92,1.02,0.8,1.25,0.94,1.13,1.68
