,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,g_0,a_0
e_1,10907.43,5346.31,6593.93,12329.18,21399.25,45523.74,6843960.2,17565216.42,40701227.16,21163143.82,45203920.76,43994438.33,190242169.68,172616608.71,464852700.39,329508402.13
f_1,7827.65,11382.61,6673.77,9640.56,17280.71,46977.82,6456147.01,16362696.17,26290356.51,23842114.14,29199460.66,44236532.66,171975697.32,157811639.08,337859798.27,314994867.84
d_1,5024.96,5633.7,17207.5,8770.92,17218.44,51333.48,6923622.52,17501504.34,18571342.72,43067536.26,44594133.5,57327248.34,200710266.67,235934312.87,418205462.96,329707503.06
c_1,4569.42,5324.66,6566.59,23801.7,34216.51,57514.03,6862147.06,16309531.28,23392288.71,13978585.23,41980309.92,31153977.98,181759042.0,197290994.8,382490184.21,297775373.97
b_1,4574.27,5112.79,7386.43,9133.57,55559.34,100835.03,7300244.06,17039581.48,22546354.81,23533407.21,42446447.6,28104906.07,175029818.73,257008369.9,385634331.38,234200681.27
a_1,5113.37,5673.75,8112.53,9148.08,18601.96,185150.79,7335759.85,20253165.3,23580925.93,25862951.02,39697388.68,42885344.5,206538735.32,210957354.81,420865777.7,197357251.36
h_1,5734.53,7320.24,8199.52,10457.1,17641.93,53849.07,12692032.47,24717581.59,25304856.93,24485929.52,41262033.0,44564918.42,160421059.47,257196176.02,495564669.04,331733668.81
g_1,5431.05,5175.97,11150.38,9770.63,15279.17,59186.49,7384134.83,37729367.92,25067024.71,26813497.75,64553669.8,48699619.69,162661869.59,258405765.37,369810494.64,335610409.58
d_0,5325.25,5910.34,5586.34,18122.17,25694.64,49997.93,6936471.66,16762235.1,36319052.6,15520060.27,44980640.45,38153355.03,194379479.23,206873967.1,404703383.39,358700405.75
c_0,5508.25,5776.88,9167.33,9241.11,16558.77,55411.72,7292188.15,20722543.39,28822969.07,39169675.92,49704634.65,87977148.08,199822104.64,264094426.08,412920710.97,487464653.97
f_0,4745.41,5096.45,8083.34,12658.81,23808.06,53477.46,7788461.64,17254623.12,28101731.5,26051390.58,73908291.66,56147318.19,212280155.34,460914652.04,483435924.06,341469337.64
b_0,5277.16,5963.55,9094.04,11675.82,18922.41,44436.02,7583103.58,21097369.76,27376787.22,27499553.08,51347763.07,85597130.31,222406287.86,281495996.79,398922588.99,772692436.37
h_0,5347.24,6651.1,8755.35,11212.35,19862.49,54123.27,5745038.96,22518074.67,26915288.94,24711698.04,44705529.5,45838589.66,169234977.78,223107294.21,563527740.11,342794730.27
e_0,3779.11,7035.41,8389.21,10834.63,21424.59,65764.92,8580270.93,20890434.37,21088233.82,28951643.04,45544396.1,51286104.54,197416658.59,474353631.34,427718320.41,323048325.49
g_0,4704.94,5039.91,10840.72,10647.51,21538.12,55929.76,8372714.17,13840683.58,22365614.68,27718069.48,66938030.97,47136866.62,188640140.84,308151032.6,368234700.47,370523863.88
a_0,5218.84,5966.83,9124.89,11779.19,23262.64,41281.61,7575443.88,18761150.39,27567756.34,22484340.28,46022809.86,48211211.15,213097503.15,252682938.53,426083652.38,702582703.58
