,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.77,0.95,1.08,0.88,0.71,0.48,0.57,0.44,0.4,0.41,0.46,0.36,0.3,0.34,0.35
f_1,1.28,1.0,0.91,0.98,0.84,0.62,0.41,0.43,0.44,0.38,0.42,0.34,0.31,0.29,0.34,0.27
d_1,1.03,1.08,1.0,0.93,0.84,0.75,0.49,0.45,0.4,0.56,0.42,0.41,0.35,0.35,0.27,0.31
c_1,0.93,1.05,1.1,1.0,1.28,0.8,0.54,0.34,0.46,0.4,0.37,0.41,0.36,0.33,0.32,0.3
b_1,1.16,1.18,1.2,0.79,1.0,1.2,0.59,0.46,0.48,0.58,0.5,0.46,0.39,0.32,0.36,0.4
a_1,1.39,1.61,1.36,1.23,0.84,1.0,0.63,0.64,0.64,0.53,0.55,0.55,0.56,0.49,0.44,0.39
h_1,2.07,2.46,2.11,1.79,1.61,1.56,1.0,0.92,1.05,0.79,0.85,0.83,0.78,0.64,0.84,0.68
d_0,1.73,2.28,2.33,2.91,2.25,1.51,1.1,1.0,0.98,0.77,0.88,0.88,0.82,0.77,0.78,0.77
g_1,2.29,2.32,2.58,2.29,2.04,1.5,0.94,1.0,1.0,0.98,0.98,1.08,0.71,0.76,0.72,0.75
c_0,2.36,2.61,1.76,2.59,1.73,1.96,1.29,1.24,0.99,1.0,1.35,1.05,0.94,0.84,0.88,0.87
b_0,2.35,2.46,2.34,2.61,2.05,1.84,1.18,1.1,1.06,0.76,1.0,0.98,0.9,1.05,0.83,0.78
f_0,2.21,2.91,2.49,2.42,2.17,1.78,1.21,1.13,0.91,0.95,1.05,1.0,0.82,0.77,0.7,1.12
h_0,2.87,3.31,2.78,2.81,2.39,1.83,1.34,1.18,1.41,1.08,1.11,1.15,1.0,0.8,1.0,0.88
a_0,3.33,3.53,2.86,3.05,3.0,1.97,1.58,1.24,1.38,1.19,0.98,1.31,1.32,1.0,1.04,0.99
g_0,2.89,3.09,3.64,3.01,3.05,2.22,1.19,1.32,1.39,1.13,1.17,1.43,0.98,0.99,1.0,1.27
e_0,2.94,3.74,3.12,3.35,2.58,2.42,1.44,1.24,1.28,1.14,1.17,0.89,1.13,1.03,0.8,1.0
