,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.66,0.71,1.07,1.19,1.12,0.95,0.52,0.52,0.52,0.42,0.47,0.4,0.33,0.39,0.46,0.36
f_1,1.21,0.66,0.99,1.05,0.99,0.89,0.39,0.51,0.43,0.34,0.43,0.36,0.26,0.31,0.3,0.33
d_1,1.17,1.2,0.63,1.06,1.15,1.04,0.47,0.34,0.56,0.48,0.38,0.42,0.32,0.34,0.38,0.23
c_1,0.94,1.22,1.32,0.63,1.24,0.97,0.6,0.49,0.27,0.48,0.4,0.35,0.32,0.4,0.36,0.32
b_1,1.12,1.34,1.2,0.78,0.62,1.3,0.55,0.57,0.43,0.56,0.45,0.58,0.38,0.4,0.41,0.34
a_1,1.46,1.6,1.28,1.46,0.82,0.57,0.64,0.6,0.57,0.47,0.54,0.59,0.51,0.84,0.41,0.42
h_1,1.62,1.95,1.7,1.54,1.61,1.53,0.56,0.9,0.67,0.56,0.6,0.58,0.5,0.52,0.55,0.48
g_1,1.75,1.9,2.03,1.94,1.7,1.6,0.65,0.53,0.72,0.64,0.74,0.67,0.44,0.61,0.59,0.55
d_0,1.25,1.86,2.35,2.36,1.85,1.63,0.99,1.0,0.57,0.6,0.72,0.69,0.6,0.67,0.73,0.66
c_0,2.13,2.36,1.23,2.53,1.78,1.86,0.96,0.84,1.07,0.57,0.71,0.96,0.61,0.74,0.77,0.6
f_0,1.83,2.45,2.08,2.07,1.71,1.65,0.87,0.65,0.8,0.7,0.55,0.7,0.57,0.64,0.9,0.41
b_0,2.07,2.18,1.72,2.63,2.03,1.67,0.88,0.87,0.78,0.42,0.77,0.55,0.62,0.89,0.7,0.63
h_0,2.16,2.44,2.16,2.19,2.03,1.7,1.25,0.98,0.83,0.75,0.73,0.74,0.77,0.63,0.73,0.65
a_0,2.35,2.35,2.29,2.46,2.66,1.91,1.08,1.0,0.92,0.73,0.93,0.53,0.74,0.54,0.81,0.71
e_0,2.38,3.33,2.33,2.5,2.2,2.39,1.02,0.95,0.82,0.72,0.48,0.78,0.61,0.68,0.53,0.58
g_0,2.26,2.56,2.65,2.44,2.37,2.24,0.94,1.11,0.89,0.83,0.95,0.75,0.57,0.69,0.83,0.74
