,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.29,1.03,0.57,0.6,0.45,0.39,0.73,1.21,1.11,0.62,1.0,0.42,1.41,0.89,0.48,1.05
e_1,0.66,2.3,0.49,0.66,0.51,0.4,1.07,2.09,0.98,0.84,1.06,1.02,1.41,1.09,0.5,1.25
d_1,0.73,0.5,2.43,0.49,0.52,0.45,0.93,0.52,2.34,0.87,1.41,1.19,1.57,0.96,1.0,1.28
c_1,0.63,0.58,0.46,2.44,0.97,0.38,0.98,1.04,0.59,0.81,0.7,0.96,1.24,0.85,0.99,1.07
b_1,0.52,0.49,0.57,0.53,2.5,1.01,1.07,1.2,1.01,0.98,0.57,1.03,1.47,0.71,0.74,1.13
a_1,0.6,0.49,0.66,0.5,0.6,2.97,1.28,1.32,1.22,1.0,1.22,1.25,1.58,0.45,1.07,1.66
h_1,1.04,0.66,0.81,0.66,0.54,0.43,3.18,1.35,1.48,1.51,1.43,1.19,1.07,1.03,1.18,2.14
d_0,0.77,0.75,0.43,1.35,0.67,0.43,1.37,2.67,0.81,0.99,1.27,1.19,1.81,1.06,1.01,1.47
c_0,0.87,0.75,0.77,0.4,0.59,0.59,1.3,1.52,2.71,1.1,2.87,1.16,1.89,1.3,1.34,1.73
g_1,0.51,0.63,1.28,0.69,0.58,0.46,1.16,1.37,1.3,3.55,1.43,2.07,2.0,1.24,1.35,1.11
b_0,0.92,0.87,0.75,0.75,0.31,0.41,1.24,1.32,1.41,1.2,3.02,1.4,1.71,2.57,1.49,1.66
f_0,0.52,0.58,0.88,0.76,0.68,0.5,1.32,1.47,1.51,1.22,1.53,3.18,2.04,1.24,2.8,1.67
h_0,0.96,0.77,0.77,0.68,0.62,0.54,0.8,1.46,1.57,1.42,1.35,1.34,0.94,1.0,0.97,2.11
a_0,0.73,0.71,0.86,0.79,0.55,0.23,1.27,1.44,1.64,1.26,1.8,1.63,1.85,3.13,1.05,1.93
e_0,0.7,0.42,0.84,0.75,0.84,0.57,1.35,1.15,1.73,1.06,1.57,1.29,2.21,1.01,3.48,1.63
g_0,0.61,0.64,1.21,0.59,0.67,0.47,1.22,1.36,1.34,1.0,1.24,2.25,1.55,1.27,1.28,1.13
