,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.94,0.39,0.41,0.46,0.34,0.25,0.3,0.27,0.24,0.43,0.26,0.26,0.21,0.23,0.13,0.19
f_1,0.63,0.94,0.42,0.4,0.35,0.24,0.26,0.23,0.23,0.24,0.23,0.12,0.19,0.19,0.11,0.17
d_1,0.44,0.5,0.94,0.3,0.36,0.28,0.33,0.26,0.42,0.16,0.28,0.24,0.19,0.23,0.18,0.19
c_1,0.44,0.44,0.5,0.94,0.61,0.26,0.3,0.24,0.12,0.23,0.25,0.22,0.19,0.21,0.18,0.22
b_1,0.49,0.49,0.5,0.31,0.94,0.52,0.34,0.29,0.26,0.25,0.13,0.24,0.15,0.26,0.2,0.2
a_1,0.54,0.57,0.48,0.5,0.33,0.93,0.39,0.34,0.39,0.32,0.3,0.3,0.18,0.31,0.19,0.26
h_1,0.61,0.91,0.68,0.61,0.42,0.4,0.75,0.55,0.42,0.38,0.34,0.35,0.32,0.23,0.27,0.32
g_1,0.71,0.67,0.95,0.68,0.49,0.39,0.41,0.75,0.43,0.43,0.35,0.49,0.28,0.36,0.35,0.24
c_0,0.74,0.9,0.71,0.6,0.58,0.34,0.51,0.5,0.66,0.48,0.68,0.46,0.36,0.42,0.35,0.33
d_0,0.66,0.7,0.51,1.21,0.58,0.37,0.48,0.48,0.35,0.65,0.44,0.41,0.33,0.43,0.3,0.36
b_0,0.74,0.87,0.82,0.74,0.44,0.32,0.64,0.54,0.38,0.39,0.65,0.38,0.67,0.48,0.34,0.37
f_0,0.66,0.69,0.82,0.73,0.64,0.46,0.59,0.45,0.5,0.49,0.55,0.63,0.42,0.52,0.69,0.36
a_0,0.81,0.93,0.89,0.75,0.74,0.34,0.6,0.55,0.53,0.46,0.37,0.46,0.62,0.49,0.36,0.29
h_0,0.75,1.2,0.95,0.78,0.67,0.39,0.49,0.59,0.51,0.49,0.42,0.35,0.39,0.32,0.37,0.43
e_0,0.56,1.32,0.79,0.75,0.69,0.66,0.67,0.43,0.53,0.49,0.47,0.3,0.39,0.49,0.63,0.46
g_0,0.75,0.86,1.19,0.76,0.8,0.43,0.63,0.51,0.57,0.41,0.53,0.64,0.52,0.47,0.29,0.31
