,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.44,1.66,1.75,2.01,2.14,1.73,0.41,0.69,0.38,0.35,0.44,0.93,0.21,0.34,0.39,0.33
e_1,1.05,0.44,2.27,2.36,2.33,2.14,0.59,0.9,0.48,0.4,0.37,0.57,0.34,0.44,0.93,0.32
d_1,2.36,2.38,0.42,2.25,2.07,1.7,0.58,0.33,1.07,0.38,0.36,0.36,0.28,0.44,0.41,0.2
c_1,2.53,1.85,2.49,0.41,1.81,1.82,0.66,0.56,0.24,0.94,0.45,0.33,0.35,0.48,0.38,0.27
b_1,2.4,2.43,2.5,1.19,0.39,2.82,0.71,0.54,0.48,0.6,1.43,0.48,0.33,0.4,0.43,0.41
a_1,3.2,2.64,3.05,3.05,1.39,0.32,1.05,1.22,0.57,0.62,0.73,0.63,0.41,1.06,0.57,0.48
h_1,3.6,3.04,2.89,3.33,3.44,3.19,0.34,0.89,0.67,0.71,0.81,0.61,0.83,0.58,0.56,0.49
g_1,4.88,4.48,3.33,3.35,3.7,4.02,0.77,0.31,0.84,0.66,0.78,0.71,0.38,0.85,0.67,0.74
d_0,3.98,2.04,7.29,3.89,3.63,3.71,1.06,1.41,0.41,0.86,0.84,0.8,0.67,0.66,0.95,0.64
c_0,3.88,3.69,1.9,10.54,4.55,4.17,1.03,1.19,1.22,0.39,0.81,0.93,0.61,0.81,0.68,0.62
b_0,3.63,4.44,2.66,5.42,8.72,3.74,1.06,1.02,1.05,0.4,0.35,0.73,0.53,0.7,0.77,0.41
f_0,10.13,4.32,3.89,4.85,3.39,3.48,1.11,0.76,0.82,0.94,0.94,0.34,0.57,0.85,0.83,0.36
h_0,4.2,4.85,4.08,4.65,3.81,4.34,2.32,1.45,1.0,0.78,1.11,0.9,1.13,0.77,0.72,0.58
a_0,6.4,4.9,4.03,4.96,5.58,7.63,1.88,1.34,1.03,0.8,0.47,0.82,0.79,0.34,0.81,0.66
e_0,6.58,9.91,3.82,4.43,5.88,4.92,1.33,1.14,1.08,1.07,1.18,0.45,0.64,0.77,0.32,0.57
g_0,6.43,5.16,4.29,6.61,5.68,4.57,1.17,2.37,1.15,0.94,1.07,0.85,0.56,0.9,1.07,1.26
