,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,96.5,87.5,72.86,105.76,184.98,465.53,8845.78,18622.81,22439.92,26831.11,30758.02,28890.04,99764.98,92023.5,201567.93,146974.06
e_1,58.03,99.09,65.97,130.9,191.94,479.46,9998.55,22312.52,24719.99,40648.18,33751.51,44186.48,116417.45,130923.58,212898.31,153827.23
d_1,60.23,53.78,123.06,82.3,165.48,425.33,9180.05,17620.59,35728.7,19360.96,35366.57,41579.49,109222.88,106976.44,188822.19,154693.36
c_1,46.06,43.2,70.02,151.98,272.02,414.23,7940.96,16745.97,13906.98,17527.2,22197.96,37033.84,91673.91,96626.74,162149.09,149941.86
b_1,38.36,39.52,60.36,57.89,259.54,605.46,6023.51,13036.69,16697.94,15914.25,17174.65,26483.41,77356.41,63701.58,164460.17,127478.32
a_1,30.12,31.27,47.1,46.69,83.36,571.42,4711.22,9630.06,13065.31,10202.64,18066.97,21611.03,63357.91,43884.2,125811.24,100599.22
h_1,16.99,14.39,20.51,24.29,48.78,113.04,3138.32,5885.57,5451.09,6052.34,7944.47,10485.8,25632.59,23497.95,65468.32,46066.68
g_1,11.41,9.52,19.48,19.71,37.05,98.63,1553.68,5813.2,4530.31,3895.56,5819.66,9954.68,18565.27,19877.28,32676.56,40406.29
c_0,12.08,11.93,13.16,18.3,29.91,85.45,1928.77,3929.31,5983.62,4429.48,9647.53,8770.75,21853.9,23396.22,45377.81,36608.98
d_0,10.23,9.23,10.95,30.8,38.43,97.78,1698.79,3676.7,3901.73,5828.96,5250.51,8486.67,19243.4,17597.77,36513.54,32597.05
b_0,11.17,10.64,11.74,19.54,26.09,65.53,1718.92,3521.09,3754.7,4742.87,7336.11,7787.41,21108.68,35030.98,40518.73,36752.28
f_0,8.54,7.76,13.12,16.35,32.59,92.46,1589.87,3031.61,4027.45,3779.3,5071.4,9040.84,16793.45,17155.32,29071.42,50890.08
h_0,8.89,6.97,9.34,12.78,19.45,57.39,970.71,2913.88,2962.91,2935.01,3747.58,4887.27,10766.11,13197.62,31371.05,20547.36
a_0,7.6,6.15,8.76,11.62,26.45,52.59,1179.37,2341.62,2837.65,3254.13,2675.77,5608.55,14099.26,18444.51,24609.23,25418.67
g_0,5.23,5.21,10.42,10.38,15.71,45.04,811.22,1906.57,2495.65,2285.84,3217.77,5781.23,10884.59,11286.07,19189.59,17215.52
e_0,5.96,5.29,8.12,10.33,19.4,54.77,807.65,1702.75,2266.76,2520.01,3348.01,3804.09,12045.61,10310.01,24255.85,27469.96
