,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.36,1.02,0.96,0.97,0.86,0.86,0.98,0.89,0.96,0.93,0.87,0.85,0.89,0.94,1.05
e_1,0.73,1.0,1.01,0.91,1.14,0.9,1.21,1.03,1.56,1.07,1.0,1.29,1.14,0.94,1.12,1.07
d_1,0.98,0.99,1.0,1.07,1.06,1.07,0.91,0.76,0.97,1.29,1.0,0.94,0.95,0.97,1.05,0.87
c_1,1.04,1.1,0.93,1.0,1.45,0.71,1.04,0.97,0.62,0.66,0.82,0.9,0.92,1.03,1.0,0.95
b_1,1.03,0.88,0.94,0.69,1.0,1.77,1.24,1.08,1.15,1.1,1.31,1.05,1.03,1.01,0.97,1.08
a_1,1.16,1.12,0.93,1.41,0.56,1.0,1.08,1.01,0.89,1.07,1.13,0.93,1.04,1.08,1.01,0.93
h_1,1.22,0.81,1.1,0.97,0.83,0.92,1.0,1.45,1.04,0.97,1.0,0.98,1.62,0.9,1.07,1.17
g_1,1.01,0.93,1.28,1.03,0.88,1.02,0.68,1.0,0.84,0.83,1.06,1.2,0.92,0.85,0.84,1.16
d_0,1.19,0.62,0.98,1.48,0.84,1.11,0.99,1.19,1.0,0.95,0.92,0.9,1.01,1.13,0.99,1.08
c_0,1.08,0.92,0.8,1.51,0.92,0.94,1.08,1.23,1.13,1.0,1.5,1.09,1.28,1.37,0.87,1.19
b_0,1.1,1.0,0.98,1.2,0.79,0.89,1.04,0.95,1.0,0.66,1.0,0.96,1.0,1.35,0.95,0.97
f_0,1.25,0.75,1.1,1.17,0.9,0.98,0.99,0.82,1.2,0.98,0.99,1.0,1.12,1.0,1.38,0.87
h_0,1.21,0.84,1.03,1.11,0.94,0.96,0.64,1.12,0.98,0.79,0.95,0.84,1.0,1.06,0.77,1.15
a_0,1.08,1.03,1.0,0.95,1.01,0.96,1.09,1.2,1.01,0.78,0.79,1.09,0.95,1.0,1.15,0.95
e_0,1.12,0.88,0.89,1.07,1.0,0.94,0.94,1.21,1.05,1.09,1.04,0.72,1.25,0.92,1.0,0.9
g_0,0.97,0.87,1.17,1.09,0.89,1.06,0.85,0.88,0.94,0.83,1.05,1.16,0.84,1.03,1.08,1.0
