,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.26,0.91,0.94,0.78,0.64,0.42,0.44,0.39,0.4,0.38,0.35,0.31,0.31,0.28,0.32
e_1,0.81,1.0,0.92,1.03,0.94,0.69,0.55,0.5,0.58,0.43,0.44,0.47,0.35,0.34,0.33,0.32
d_1,1.11,1.05,1.0,0.89,0.84,0.73,0.49,0.41,0.44,0.52,0.47,0.38,0.35,0.34,0.32,0.27
c_1,1.06,0.94,1.11,1.0,1.24,0.76,0.51,0.43,0.33,0.41,0.31,0.38,0.35,0.32,0.32,0.3
b_1,1.28,1.07,1.18,0.84,1.0,1.22,0.64,0.54,0.47,0.53,0.53,0.43,0.41,0.34,0.41,0.37
a_1,1.52,1.47,1.35,1.3,0.83,1.0,0.77,0.69,0.66,0.64,0.7,0.53,0.5,0.57,0.51,0.46
h_1,2.35,1.92,1.97,2.01,1.53,1.24,1.0,1.05,0.87,0.78,0.83,0.72,0.71,0.65,0.65,0.7
g_1,2.29,1.97,2.34,2.28,1.79,1.51,0.95,1.0,0.88,0.83,0.89,1.01,0.7,0.71,0.7,0.66
d_0,2.38,1.78,2.28,3.03,2.16,1.52,1.18,1.15,1.0,0.8,0.9,0.89,0.85,0.85,0.79,0.79
c_0,2.57,2.38,1.93,2.55,1.88,1.5,1.3,1.16,1.25,1.0,1.33,0.94,0.91,1.04,0.78,0.79
b_0,2.6,2.34,2.11,3.06,1.95,1.41,1.22,1.14,1.08,0.77,1.0,0.92,0.86,1.25,0.85,0.76
f_0,2.75,2.16,2.73,2.82,2.24,1.7,1.31,0.99,1.2,1.04,1.07,1.0,0.98,0.97,1.13,0.68
h_0,3.3,2.79,2.78,2.86,2.49,1.92,1.39,1.43,1.25,1.1,1.16,1.01,1.0,0.93,0.84,1.01
a_0,3.2,2.89,3.0,3.15,2.97,1.84,1.49,1.35,1.2,1.01,0.87,1.12,1.11,1.0,1.09,0.91
e_0,3.46,3.0,2.97,3.04,2.52,2.07,1.57,1.37,1.21,1.29,1.16,0.87,1.17,0.97,1.0,0.88
g_0,3.12,3.07,3.66,3.13,2.72,2.06,1.4,1.57,1.28,1.28,1.31,1.47,0.97,1.07,1.13,1.0
