,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.76,0.77,1.14,1.06,0.91,1.19,1.05,1.61,0.88,1.07,1.06,1.1,1.04,1.4,1.16
f_1,1.32,1.0,1.02,1.08,0.85,0.99,0.79,0.96,0.8,0.98,0.73,0.98,0.82,0.96,0.9,0.93
d_1,1.3,0.98,1.0,0.92,0.93,0.89,1.08,0.88,0.95,1.35,0.97,1.04,1.16,1.05,0.85,0.71
c_1,0.88,0.92,1.09,1.0,1.46,1.02,1.04,0.84,0.76,0.71,0.92,0.88,1.13,1.14,1.04,1.08
b_1,0.94,1.18,1.07,0.69,1.0,1.47,0.84,0.98,1.04,1.17,1.01,0.95,1.06,0.83,1.06,1.1
a_1,1.1,1.01,1.12,0.98,0.68,1.0,1.12,1.13,0.98,1.04,1.06,1.23,1.0,1.05,1.24,0.99
h_1,0.8,1.27,0.96,0.98,1.18,0.85,1.0,1.15,0.98,0.78,0.87,1.09,0.9,0.89,0.97,1.3
g_1,0.95,1.03,1.12,1.17,1.03,0.85,0.88,1.0,0.73,1.04,1.17,0.94,0.65,0.88,0.87,0.79
d_0,0.62,1.25,1.03,1.4,0.93,1.05,1.13,1.28,1.0,0.92,0.93,0.96,0.95,0.94,0.95,1.2
c_0,1.05,1.09,0.77,1.57,0.87,0.98,1.26,0.98,1.03,1.0,1.25,1.28,0.95,1.19,0.91,1.09
f_0,0.84,1.37,1.04,1.08,1.03,0.89,1.13,0.83,1.08,0.78,1.0,0.88,0.94,0.92,1.46,0.86
b_0,0.84,1.08,0.96,1.22,1.18,0.77,0.9,1.15,1.0,0.73,1.21,1.0,1.13,1.4,1.09,1.07
h_0,0.88,1.25,0.9,0.95,0.94,0.94,1.15,1.52,1.05,0.98,1.09,0.86,1.0,1.01,0.84,1.17
a_0,0.93,1.08,0.93,0.9,1.27,,1.09,1.16,0.99,0.91,1.04,0.65,1.0,1.0,0.9,1.41
e_0,0.78,1.17,1.17,0.94,0.95,0.88,1.04,1.06,1.1,1.14,0.72,0.98,1.2,0.96,1.0,0.92
g_0,0.82,1.07,1.32,0.92,0.91,0.96,0.77,1.31,0.9,0.95,1.19,0.97,0.9,0.69,1.02,1.0
