,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,e_0,a_0,g_0
f_1,8609.29,269.97,246.45,238.11,452.6,1282.91,331217.08,484029.88,806818.05,684554.52,922159.82,,5364135.52,,8042428.54,19091323.2
e_1,125.47,9690.1,227.73,272.49,278.06,1876.57,237398.95,712439.61,673940.78,490652.61,1588010.14,2067465.62,6102745.58,,10064806.25,22444089.53
c_1,123.25,110.98,19833.98,256.57,788.96,1371.77,242691.79,488613.5,,755084.38,1089825.24,2097031.67,6867718.96,11283046.32,9504688.27,16712942.87
d_1,168.38,150.18,161.13,23108.46,413.62,1042.14,193720.67,,1422907.59,667298.32,1379015.91,2087547.44,7080824.76,9518040.03,10344042.72,19816278.66
b_1,143.37,102.33,266.04,291.18,37362.35,3605.14,302074.64,392212.62,740385.64,428457.21,,1887455.81,6594833.16,12222638.03,,12328443.54
a_1,122.49,104.77,158.14,223.72,446.51,201585.01,298752.25,511625.2,957547.83,857578.74,,1954620.59,5319956.31,,,21259325.06
h_1,662.91,492.71,692.06,1075.08,1357.01,4982.14,12616058.69,1693126.67,2444520.71,3502895.95,5831388.58,8805784.42,,33309144.3,34294553.94,98369561.16
d_0,516.97,750.27,2571.85,,1653.1,6693.97,1106065.42,12996188.48,4209821.85,2738436.89,7873614.13,8300758.61,32653868.79,65665783.95,37301199.77,84857105.61
c_0,410.51,764.12,,1357.1,1918.54,7768.84,1845274.09,2137269.59,27129062.82,3730876.56,10660881.87,10004155.09,29776353.21,34163055.19,45996411.87,119892115.76
g_1,384.43,342.53,960.14,1764.02,1320.77,5629.72,529060.53,1486830.5,4043644.67,43457802.85,4892787.99,11277085.21,23800707.74,,,
b_0,741.67,732.95,959.2,1166.14,,,1470724.51,1609153.22,4419283.79,2849691.99,55546347.8,9339371.12,36182945.08,,89898269.48,112833674.13
f_0,,614.87,1844.25,1415.0,2032.16,5485.94,1437586.26,2490222.0,3177716.83,2561363.63,6900799.11,76465579.76,25645919.03,133146596.69,,100535410.85
h_0,1282.2,760.9,1558.63,1314.99,2933.95,12017.12,,3877044.31,8353068.8,7140953.52,14241918.1,8206329.61,,54322835.68,83894863.91,195990640.95
e_0,,,1331.15,1938.62,2380.45,,880190.14,3684659.88,3996625.55,,,10839988.89,26397922.72,514149397.02,,125269336.9
a_0,696.93,653.65,1205.04,1481.97,,,885337.45,2583114.38,3074115.83,,8869966.53,,38168926.27,,567289079.79,
g_0,636.61,895.63,1541.06,3932.92,2900.88,11187.27,1860059.94,2462165.89,6998615.78,,8699390.25,24650551.65,40019927.71,63575626.38,,
