,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,f_0,b_0,h_0,a_0,g_0,e_0
e_1,10661.75,1484.21,2155.13,1474.41,2586.92,9039.63,1139873.75,6100245.7,4018709.96,5290273.3,10483219.85,11697413.12,41271109.91,56771367.31,111133714.19,24282951.54
f_1,1972.68,13653.28,1761.67,1828.02,2717.68,11498.82,1238782.16,2701765.04,2503066.2,6107101.48,1876306.12,10625135.34,36837308.01,39862039.28,73827864.48,69411881.03
c_1,1133.63,1262.64,19875.58,1911.65,5440.6,9009.6,1148191.7,3205793.2,3024026.54,1048552.95,10823711.6,9666761.24,48702858.97,41685707.69,99546400.3,78713333.34
d_1,961.9,1577.63,1426.62,21357.85,2633.77,9006.15,1314170.76,945185.14,3867552.94,10580887.63,9721240.5,13551912.54,49716778.47,39587174.79,119191395.95,83018952.97
b_1,1078.2,1146.1,1689.64,1764.41,36027.71,23508.76,1255074.34,2456998.71,3996713.85,4444666.2,11108352.06,3131599.9,52514722.31,39214784.75,76190437.67,79340766.23
a_1,994.21,1227.56,1977.45,2370.2,3241.01,173000.7,1222435.34,2771424.32,3723579.31,5841442.64,11682856.57,12778505.13,41257011.69,9627567.05,84342913.84,107683505.23
h_1,1411.37,3021.9,3342.56,4049.09,4749.76,15111.61,8428559.92,5839166.39,8281562.35,9218776.93,17794339.65,20618165.79,23485048.49,81596688.54,188970520.27,168583790.68
d_0,2056.63,2376.98,6911.77,1126.9,4961.01,14403.17,2397445.02,14990468.71,4597628.35,8030675.42,16469847.65,18863652.71,67363321.21,96847365.66,134573822.08,177546981.67
g_1,1718.67,2106.61,3651.26,5205.98,4427.46,21342.7,2020736.09,4815767.52,29743975.37,6788729.08,23882720.78,17517386.95,66721535.33,83564838.94,44481697.14,113738938.25
c_0,2067.31,2523.99,1524.05,4548.12,5092.84,13052.01,2666770.82,5753132.57,6345266.31,28812553.75,19276840.49,43433645.86,76146270.06,87606196.2,172541796.84,148243793.87
f_0,1795.48,1494.75,3880.82,4149.96,4191.12,14886.72,2785798.53,6093143.58,8064327.01,9819536.95,51049287.45,26930644.71,87859990.12,113118052.31,178180065.14,352867480.26
b_0,1896.72,3041.12,3373.68,3287.99,1864.19,10484.13,3002951.47,7002609.32,6662359.23,11756372.94,18153982.44,74108644.55,87480334.13,201153097.9,171371591.09,174734072.99
h_0,1483.99,3870.87,2773.21,3592.86,5238.12,14963.27,1012544.48,5388359.6,7638151.55,10363530.08,15002980.52,22369620.9,29310369.59,99487238.49,210504932.95,126078335.82
a_0,2166.33,3061.65,3262.83,3682.95,4176.25,6887.18,2591802.69,7305860.08,5099597.95,9197632.95,21153138.49,26835145.97,86038974.18,391691312.51,162973366.98,203278102.41
g_0,1904.99,1950.1,2589.06,5329.58,5886.46,12485.38,1911622.44,5253216.49,3310798.29,10062367.67,26301521.41,22890716.47,63061704.28,99614786.23,68129231.86,223641913.24
e_0,812.95,2553.35,3521.79,4135.24,6028.88,10898.4,3010618.58,6748269.98,7417597.02,14089990.9,19426351.68,22717583.89,86254610.71,122378375.13,190798088.17,715790074.9
