,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,6.0,4.42,2.59,2.61,2.43,2.48,10.79,13.08,8.73,11.51,13.36,10.14,20.39,13.92,9.99,20.28
e_1,2.94,6.15,3.49,2.11,3.09,2.93,10.26,20.2,10.24,12.02,11.91,12.84,17.71,12.83,11.13,20.39
c_1,2.69,2.41,6.66,2.51,4.92,3.32,10.4,11.66,10.16,7.75,7.94,12.95,18.62,15.03,14.45,18.57
d_1,3.12,2.58,2.37,6.91,2.45,2.72,10.35,9.77,12.0,23.82,16.95,13.02,22.29,16.45,15.42,20.68
b_1,2.77,2.61,2.86,2.46,7.59,5.65,10.27,11.88,9.66,10.84,8.09,14.87,19.88,12.07,14.29,18.96
a_1,2.75,2.73,3.01,3.28,2.53,11.34,11.21,12.98,12.88,12.92,13.57,14.66,23.73,10.15,14.47,20.9
h_1,3.98,2.98,2.99,3.42,2.59,2.43,18.92,11.95,13.76,13.17,13.49,14.51,19.78,15.39,14.77,27.64
d_0,2.98,2.84,4.74,2.17,3.3,3.15,10.75,18.25,11.23,9.6,13.89,12.69,18.43,15.73,15.14,21.29
g_1,2.68,2.55,3.25,4.28,2.8,2.47,9.63,12.09,23.7,14.86,14.61,22.26,18.93,14.11,19.17,18.06
c_0,3.19,2.98,2.73,3.33,2.37,3.0,10.88,14.56,12.86,21.63,25.43,14.47,25.99,21.95,17.37,25.2
b_0,3.18,3.13,3.32,3.34,2.13,2.1,11.65,14.71,13.92,15.33,25.52,17.13,24.09,32.64,15.78,24.11
f_0,2.59,2.57,3.23,3.6,3.17,2.8,10.91,14.23,12.14,14.39,14.98,25.5,25.69,16.62,31.02,24.04
h_0,3.68,3.03,2.84,3.3,3.01,2.81,9.52,11.46,14.15,13.51,13.22,15.95,16.56,16.4,15.67,28.11
a_0,3.06,3.13,3.47,3.44,2.74,2.26,12.63,13.66,12.46,13.25,16.21,16.13,22.51,29.5,20.14,19.68
e_0,3.06,1.97,3.2,3.49,2.98,3.16,12.75,13.29,12.35,15.06,17.6,16.63,25.83,18.85,30.92,27.55
g_0,3.05,2.57,3.0,4.49,3.0,3.15,10.27,10.92,9.25,13.48,13.24,21.03,24.08,17.91,16.93,20.81
