,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.26,0.95,1.0,0.91,0.89,0.85,0.99,0.93,0.96,0.94,0.93,0.9,0.94,0.87,1.07
e_1,0.81,1.0,0.96,1.1,1.1,0.96,1.12,1.11,1.36,1.03,1.07,1.24,1.02,1.03,1.02,1.07
d_1,1.07,1.01,1.0,0.92,0.95,0.98,0.96,0.89,1.01,1.18,1.1,0.97,0.99,0.97,0.96,0.85
c_1,0.99,0.88,1.08,1.0,1.35,0.99,0.97,0.9,0.73,0.91,0.71,0.93,0.97,0.9,0.93,0.94
b_1,1.09,0.92,1.05,0.77,1.0,1.46,1.12,1.03,0.96,1.08,1.12,0.97,1.05,0.87,1.08,1.05
a_1,1.09,1.06,1.01,1.0,0.7,1.0,1.13,1.11,1.12,1.09,1.22,1.0,1.07,1.23,1.14,1.1
h_1,1.15,0.94,1.01,1.06,0.88,0.85,1.0,1.16,1.01,0.91,1.0,0.93,1.04,0.96,0.99,1.14
g_1,1.02,0.88,1.09,1.09,0.93,0.94,0.87,1.0,0.93,0.88,0.98,1.2,0.93,0.95,0.98,0.97
d_0,1.01,0.75,1.0,1.37,1.07,0.89,1.02,1.09,1.0,0.81,0.93,1.0,1.06,1.09,1.04,1.11
c_0,1.08,1.0,0.85,1.15,0.92,0.88,1.12,1.09,1.24,1.0,1.37,1.04,1.13,1.31,1.02,1.1
b_0,1.06,0.96,0.9,1.34,0.93,0.8,1.02,1.04,1.04,0.75,1.0,0.99,1.04,1.54,1.08,1.03
f_0,1.04,0.82,1.08,1.15,0.99,0.9,1.01,0.84,1.07,0.93,0.99,1.0,1.1,1.11,1.32,0.85
h_0,1.12,0.94,0.98,1.03,0.98,0.9,0.96,1.08,1.0,0.88,0.96,0.9,1.0,0.94,0.88,1.13
a_0,1.07,0.97,1.04,1.12,1.16,0.85,1.01,1.01,0.94,0.8,0.71,0.99,1.09,1.0,1.13,1.01
e_0,1.11,0.97,1.0,1.05,0.95,0.93,1.03,0.99,0.92,0.99,0.92,0.74,1.11,0.94,1.0,0.94
g_0,0.94,0.93,1.15,1.01,0.96,0.87,0.86,1.06,0.91,0.92,0.97,1.17,0.87,0.97,1.05,1.0
