,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.42,0.87,1.49,1.35,1.4,1.22,0.81,0.64,0.65,0.46,0.53,0.69,0.56,0.54,1.28,0.6
f_1,1.4,0.41,1.1,1.36,1.47,1.18,0.49,0.59,0.71,0.54,0.66,0.94,0.35,0.66,0.49,0.51
c_1,1.08,1.49,0.4,1.87,1.45,0.99,0.61,0.37,0.76,1.04,0.49,0.65,0.49,0.53,0.51,0.42
d_1,1.35,1.22,1.26,0.39,1.34,1.41,0.68,1.41,0.54,0.7,0.54,0.62,0.51,0.52,0.61,0.38
b_1,1.4,1.27,0.77,1.21,0.37,1.73,0.79,0.63,0.79,0.76,1.36,0.53,0.61,0.58,0.67,0.6
a_1,1.59,1.5,1.64,1.31,0.69,0.31,0.7,0.6,0.71,0.47,0.9,0.56,0.57,1.4,0.55,0.6
h_1,0.92,1.19,0.98,0.97,0.88,0.86,0.25,0.33,0.66,0.42,0.39,0.34,0.51,0.49,0.35,0.5
d_0,0.58,0.99,1.2,1.54,0.98,1.07,0.72,0.27,0.55,0.41,0.44,0.43,0.42,0.37,0.45,0.34
g_1,1.01,0.95,1.04,0.84,0.95,1.14,0.4,0.49,0.23,0.45,0.45,0.42,0.28,0.46,0.48,0.49
c_0,1.03,1.06,2.28,0.55,0.98,1.08,0.58,0.6,0.52,0.26,0.51,0.38,0.36,0.4,0.35,0.45
b_0,0.88,0.94,1.4,0.88,1.68,0.71,0.57,0.42,0.51,0.27,0.25,0.4,0.36,0.54,0.41,0.32
f_0,0.82,1.63,0.97,0.89,0.98,0.96,0.69,0.44,0.37,0.51,0.39,0.24,0.37,0.57,0.53,0.27
h_0,0.86,1.14,1.05,0.87,0.84,0.92,0.73,0.43,0.62,0.43,0.44,0.45,0.48,0.39,0.36,0.3
a_0,0.96,0.97,1.04,0.88,1.08,,0.5,0.58,0.49,0.38,0.28,0.38,0.37,0.22,0.45,0.32
e_0,1.3,1.29,0.91,0.84,0.85,0.84,0.51,0.46,0.44,0.5,0.41,0.23,0.38,0.3,0.21,0.34
g_0,0.95,0.88,0.99,1.12,0.89,0.83,0.39,0.59,0.72,0.42,0.43,0.45,0.31,0.47,0.43,0.49
