,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.94,0.39,0.43,0.49,0.33,0.26,0.29,0.43,0.31,0.24,0.28,0.24,0.22,0.18,0.23,0.1
f_1,0.69,0.94,0.42,0.38,0.3,0.22,0.27,0.28,0.25,0.25,0.21,0.14,0.2,0.16,0.21,0.11
d_1,0.41,0.51,0.94,0.32,0.34,0.24,0.28,0.23,0.42,0.25,0.29,0.23,0.27,0.2,0.22,0.19
c_1,0.41,0.46,0.45,0.94,0.53,0.3,0.3,0.25,0.13,0.2,0.2,0.24,0.23,0.18,0.23,0.2
b_1,0.52,0.52,0.42,0.44,0.94,0.41,0.29,0.29,0.26,0.2,0.14,0.24,0.27,0.18,0.19,0.18
a_1,0.52,0.53,0.64,0.43,0.4,0.93,0.4,0.31,0.31,0.28,0.38,0.25,0.34,0.12,0.24,0.19
h_1,0.71,0.87,0.72,0.63,0.49,0.31,0.75,0.37,0.4,0.47,0.41,0.33,0.26,0.28,0.42,0.29
d_0,0.61,0.77,0.5,1.1,0.57,0.45,0.49,0.64,0.43,0.44,0.46,0.38,0.46,0.3,0.33,0.29
c_0,0.79,0.79,0.73,0.54,0.47,0.35,0.5,0.48,0.65,0.45,0.72,0.41,0.46,0.4,0.38,0.33
g_1,0.69,0.65,1.06,0.73,0.53,0.33,0.42,0.38,0.51,0.74,0.43,0.44,0.39,0.33,0.3,0.3
b_0,0.61,0.96,0.77,0.79,0.44,0.32,0.56,0.51,0.43,0.42,0.66,0.44,0.46,0.52,0.37,0.3
f_0,0.63,0.69,0.91,0.8,0.63,0.48,0.63,0.49,0.52,0.47,0.44,0.64,0.47,0.32,0.36,0.59
h_0,0.81,1.11,0.88,0.78,0.67,0.43,0.4,0.46,0.51,0.55,0.45,0.36,0.35,0.34,0.49,0.32
a_0,0.81,0.93,1.03,0.63,0.63,0.31,0.54,0.59,0.56,0.44,0.52,0.54,0.48,0.62,0.44,0.42
g_0,0.77,0.87,1.22,0.75,0.71,0.47,0.54,0.5,0.45,0.36,0.5,0.62,0.45,0.23,0.29,0.35
e_0,0.65,1.06,1.01,0.77,0.77,0.55,0.71,0.53,0.42,0.51,0.51,0.39,0.43,0.31,0.43,0.59
