,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.41,0.43,0.7,0.57,0.66,0.54,0.32,0.35,0.34,0.27,0.27,0.34,0.24,0.27,0.33,0.25
f_1,0.66,0.4,0.6,0.59,0.58,0.49,0.25,0.29,0.32,0.25,0.26,0.29,0.18,0.23,0.23,0.25
c_1,0.48,0.59,0.39,0.68,0.68,0.64,0.33,0.18,0.3,0.29,0.24,0.25,0.23,0.25,0.24,0.24
d_1,0.66,0.61,0.58,0.38,0.58,0.54,0.32,0.31,0.24,0.3,0.29,0.26,0.2,0.27,0.25,0.16
b_1,0.58,0.69,0.4,0.65,0.36,0.69,0.33,0.27,0.34,0.38,0.36,0.27,0.26,0.27,0.27,0.24
a_1,0.67,0.66,0.57,0.62,0.37,0.3,0.35,0.31,0.37,0.28,0.33,0.3,0.25,0.35,0.28,0.23
h_1,0.55,0.64,0.54,0.58,0.55,0.49,0.22,0.26,0.36,0.23,0.24,0.24,0.27,0.27,0.23,0.21
d_0,0.39,0.53,0.74,0.7,0.62,0.51,0.33,0.23,0.35,0.24,0.27,0.26,0.24,0.26,0.29,0.25
g_1,0.56,0.59,0.63,0.57,0.55,0.52,0.26,0.25,0.21,0.26,0.26,0.27,0.19,0.27,0.27,0.22
c_0,0.59,0.62,0.74,0.41,0.56,0.54,0.38,0.35,0.29,0.22,0.31,0.28,0.22,0.26,0.27,0.22
b_0,0.55,0.58,0.76,0.49,0.6,0.5,0.34,0.27,0.35,0.18,0.21,0.27,0.22,0.26,0.26,0.21
f_0,0.49,0.77,0.64,0.54,0.56,0.54,0.32,0.25,0.23,0.25,0.25,0.2,0.24,0.27,0.25,0.15
h_0,0.55,0.62,0.59,0.55,0.55,0.47,0.34,0.27,0.3,0.24,0.25,0.24,0.23,0.23,0.25,0.22
a_0,0.52,0.65,0.62,0.53,0.69,0.58,0.3,0.28,0.33,0.22,0.17,0.23,0.23,0.18,0.26,0.21
e_0,0.61,0.74,0.56,0.54,0.51,0.53,0.3,0.25,0.27,0.23,0.26,0.17,0.23,0.22,0.18,0.18
g_0,0.54,0.59,0.56,0.62,0.53,0.51,0.29,0.25,0.35,0.26,0.28,0.28,0.18,0.23,0.25,0.23
