,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.82,1.2,0.95,0.81,0.61,0.48,0.59,0.47,0.38,0.4,0.43,0.35,0.31,0.37,0.33
f_1,1.23,1.0,1.02,0.91,0.87,0.74,0.38,0.42,0.45,0.37,0.39,0.37,0.29,0.27,0.24,0.3
c_1,0.84,0.98,1.0,1.13,1.27,0.7,0.5,0.33,0.44,0.36,0.34,0.38,0.36,0.32,0.28,0.31
d_1,1.05,1.1,0.89,1.0,0.97,0.77,0.48,0.5,0.39,0.53,0.41,0.38,0.37,0.33,0.31,0.24
b_1,1.22,1.15,0.8,1.03,1.0,1.25,0.52,0.47,0.5,0.48,0.44,0.41,0.42,0.37,0.36,0.3
a_1,1.63,1.35,1.43,1.29,0.8,1.0,0.67,0.56,0.62,0.56,0.6,0.5,0.57,0.47,0.37,0.44
h_1,2.1,2.64,2.02,2.07,1.87,1.51,1.0,0.88,1.12,0.81,0.8,0.86,0.69,0.66,0.57,0.79
d_0,1.74,2.27,2.96,2.09,2.15,1.8,1.18,1.0,0.97,0.76,0.86,0.84,0.8,0.65,0.81,0.75
g_1,2.17,2.27,2.36,2.55,1.9,1.64,0.88,1.03,1.0,0.88,0.94,1.1,0.72,0.68,0.81,0.76
c_0,2.6,2.64,2.96,1.89,2.08,1.7,1.23,1.27,1.07,1.0,1.48,0.92,0.97,0.76,0.95,0.78
b_0,2.49,2.55,3.11,2.4,1.97,1.62,1.27,1.15,1.08,0.68,1.0,0.94,0.91,1.18,0.93,0.78
f_0,2.19,2.84,2.55,2.44,2.53,2.08,1.26,1.22,0.9,1.08,1.12,1.0,0.93,0.76,1.22,0.73
h_0,2.84,3.55,2.69,2.78,2.26,1.74,1.42,1.22,1.38,1.05,1.15,1.1,1.0,0.83,0.84,0.97
a_0,3.25,3.71,3.23,3.04,2.85,2.38,1.46,1.51,1.39,1.4,0.92,1.21,1.15,1.0,0.98,0.83
e_0,2.91,4.42,3.36,3.15,2.71,2.65,1.82,1.21,1.26,1.09,1.04,0.83,1.22,0.96,1.0,1.02
g_0,3.25,3.3,3.05,4.16,3.19,2.27,1.29,1.33,1.33,1.26,1.32,1.45,0.99,1.12,1.04,1.0
