,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.87,1.45,1.27,1.93,3.09,24.45,43.06,31.78,31.85,40.43,55.01,81.87,99.76,126.28,140.85
f_1,1.13,1.0,1.03,1.16,1.38,2.86,16.68,26.72,25.0,24.15,33.43,36.72,51.1,70.7,70.16,117.7
c_1,0.7,0.97,1.0,1.23,1.97,3.52,20.2,16.65,25.24,22.35,27.53,35.79,60.69,71.07,83.72,113.59
d_1,0.77,0.88,0.8,1.0,1.26,2.49,17.68,20.65,19.63,30.11,32.5,32.74,51.28,76.83,78.11,81.62
b_1,0.51,0.75,0.51,0.79,1.0,3.11,13.37,16.52,18.5,22.04,27.09,26.02,47.19,49.02,60.2,81.96
a_1,0.33,0.34,0.29,0.4,0.33,1.0,7.5,8.61,9.4,8.39,13.1,12.54,21.02,24.25,28.97,37.86
h_1,0.04,0.06,0.05,0.06,0.07,0.14,1.0,1.24,1.67,1.15,1.65,1.91,3.32,4.32,4.19,6.09
d_0,0.02,0.04,0.06,0.05,0.06,0.11,0.82,1.0,1.15,0.86,1.34,1.56,2.42,3.03,3.81,5.0
g_1,0.03,0.04,0.04,0.05,0.05,0.11,0.63,0.85,1.0,1.02,1.29,1.68,2.28,2.93,3.92,4.08
c_0,0.03,0.04,0.05,0.03,0.05,0.11,0.9,1.19,0.98,1.0,1.81,1.62,2.49,3.19,3.81,4.34
b_0,0.02,0.03,0.04,0.03,0.04,0.08,0.59,0.77,0.86,0.57,1.0,1.17,1.88,2.94,2.83,3.21
f_0,0.02,0.03,0.03,0.03,0.04,0.07,0.52,0.62,0.59,0.64,0.85,1.0,1.77,2.29,2.96,2.4
h_0,0.01,0.02,0.02,0.02,0.02,0.05,0.3,0.42,0.44,0.4,0.52,0.58,1.0,1.16,1.39,2.14
a_0,0.01,0.01,0.01,0.01,0.02,0.04,0.24,0.33,0.36,0.32,0.33,0.46,0.89,1.0,1.16,1.43
e_0,0.01,0.01,0.01,0.01,0.02,0.03,0.25,0.26,0.26,0.25,0.36,0.31,0.77,0.82,1.0,1.16
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.16,0.2,0.25,0.24,0.32,0.41,0.48,0.65,0.87,1.0
