,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.66,1.12,0.94,1.11,1.0,0.9,0.37,0.55,0.4,0.35,0.36,0.39,0.26,0.39,0.36,0.34
e_1,0.78,0.65,1.1,1.24,1.13,0.95,0.55,0.49,0.47,0.39,0.44,0.48,0.35,0.38,0.53,0.34
d_1,1.22,1.14,0.64,1.02,1.09,0.92,0.49,0.35,0.51,0.43,0.4,0.39,0.3,0.35,0.34,0.22
c_1,1.15,0.94,1.41,0.63,1.23,1.08,0.48,0.49,0.26,0.44,0.38,0.41,0.33,0.37,0.33,0.32
b_1,1.37,1.28,1.28,0.71,0.61,1.38,0.59,0.5,0.46,0.53,0.52,0.44,0.38,0.34,0.38,0.37
a_1,1.55,1.44,1.42,1.23,0.75,0.57,0.74,0.7,0.54,0.54,0.63,0.44,0.43,0.76,0.42,0.4
h_1,1.89,1.63,1.6,1.84,1.68,1.36,0.56,0.78,0.69,0.55,0.64,0.63,0.61,0.54,0.61,0.55
g_1,1.87,1.83,2.14,1.97,2.03,1.4,0.7,0.53,0.72,0.64,0.65,0.75,0.45,0.58,0.57,0.68
d_0,1.89,1.26,2.4,2.38,1.97,1.69,0.87,0.9,0.58,0.62,0.71,0.68,0.65,0.69,0.64,0.63
c_0,2.25,2.06,1.29,2.39,1.69,1.68,0.94,0.83,1.06,0.59,0.85,0.59,0.58,0.63,0.62,0.54
b_0,2.23,1.86,1.79,2.42,2.17,1.71,0.84,0.82,0.87,0.47,0.55,0.68,0.59,0.77,0.62,0.6
f_0,2.94,1.84,2.05,2.1,1.92,1.9,0.9,0.61,0.8,0.75,0.73,0.55,0.65,0.61,0.78,0.47
h_0,2.4,2.17,2.11,2.27,1.96,1.93,1.15,1.22,0.79,0.72,0.78,0.69,0.74,0.69,0.6,0.67
a_0,2.34,2.22,2.29,2.75,2.74,2.3,1.13,1.0,0.98,0.72,0.55,0.83,0.64,0.54,0.79,0.63
e_0,2.96,2.5,2.16,2.48,2.23,2.26,0.96,0.99,0.83,0.76,0.83,0.52,0.85,0.7,0.55,0.61
g_0,2.52,2.33,2.43,2.57,2.25,1.83,0.86,0.98,0.89,0.79,0.84,0.85,0.55,0.87,0.71,0.81
