,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.49,0.15,0.14,0.15,0.15,0.13,0.2,0.16,0.34,0.21,0.21,0.22,0.21,0.17,,0.15
f_1,0.26,1.49,0.16,0.2,0.15,0.1,0.15,0.16,0.19,0.21,0.19,,0.2,0.2,0.17,0.22
d_1,0.17,0.19,1.53,0.14,0.14,0.15,0.26,0.17,,0.32,0.19,0.16,0.25,0.17,0.13,0.15
c_1,0.19,0.15,0.17,1.55,0.26,0.16,0.14,0.21,0.21,,0.2,0.19,0.23,0.13,0.17,0.23
b_1,0.18,0.17,0.18,0.16,1.58,0.19,0.2,0.22,0.22,0.2,,0.17,0.23,0.19,0.19,0.17
a_1,0.19,0.19,0.18,0.13,0.18,1.74,0.22,0.2,0.24,0.23,0.16,0.31,0.2,,,0.17
h_1,0.37,0.6,0.38,0.52,0.37,0.24,1.65,0.58,0.38,0.4,0.42,0.31,,0.31,0.42,0.6
g_1,0.36,0.42,0.56,0.33,0.35,0.4,0.27,1.71,0.5,0.54,0.49,0.63,0.51,,,
d_0,0.43,0.55,,0.66,0.46,0.34,0.59,0.36,1.43,0.44,0.58,0.52,0.55,0.46,0.5,0.65
c_0,0.51,0.46,0.4,,0.41,0.37,0.64,0.58,0.64,1.41,0.88,0.62,0.52,0.43,0.33,0.47
b_0,0.5,0.47,0.46,0.41,,0.35,0.59,0.55,0.45,0.44,1.5,0.47,0.7,0.86,0.56,0.69
f_0,0.42,,0.54,0.47,0.46,0.33,0.69,0.46,0.68,0.53,0.77,1.47,0.64,,0.81,0.5
h_0,0.58,0.85,0.56,0.6,0.55,0.59,,0.74,0.87,0.77,0.52,0.71,,0.42,0.39,0.78
a_0,0.57,0.47,0.46,0.69,0.36,,0.66,,0.49,0.63,0.44,,0.97,1.65,,0.69
e_0,,0.4,0.64,0.5,0.38,,0.79,,0.44,0.8,0.43,0.53,0.82,,1.7,
g_0,0.75,0.69,0.96,0.44,0.7,0.59,0.65,,0.62,0.81,0.52,0.65,0.74,0.57,,
