,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.44,1.12,2.36,2.43,2.0,1.85,0.51,0.59,0.45,0.45,0.4,0.44,0.3,0.38,1.23,0.33
f_1,2.05,0.44,1.83,1.93,1.82,2.12,0.45,0.82,0.34,0.35,0.46,0.71,0.2,0.42,0.3,0.37
d_1,2.19,2.55,0.41,2.34,2.3,1.78,0.59,0.33,0.34,1.14,0.36,0.38,0.27,0.42,0.36,0.19
c_1,1.77,2.24,2.56,0.4,2.28,2.07,0.61,0.73,0.86,0.23,0.47,0.4,0.32,0.47,0.38,0.33
b_1,2.05,2.2,2.93,1.2,0.39,2.99,0.82,0.8,0.65,0.53,0.99,0.53,0.55,0.53,0.48,0.34
a_1,2.83,3.04,2.25,2.93,1.5,0.33,0.84,0.84,0.67,0.63,0.82,0.68,0.59,1.78,0.68,0.48
h_1,3.66,3.55,3.09,3.74,3.88,2.55,0.33,1.09,0.74,0.67,0.72,0.77,0.87,0.58,0.56,0.57
g_1,3.35,4.6,3.1,3.69,4.21,3.59,0.8,0.31,0.82,0.8,0.74,0.84,0.39,0.78,0.71,0.66
c_0,4.12,3.9,1.81,10.78,4.16,3.69,1.0,1.07,0.39,1.26,0.79,0.81,0.68,0.76,0.96,0.51
d_0,2.21,4.06,7.32,3.65,3.65,3.9,1.27,1.11,0.88,0.4,0.85,0.78,0.55,0.75,0.75,0.64
b_0,3.82,4.18,3.21,4.66,7.81,3.11,1.26,1.0,0.47,0.86,0.36,0.74,0.48,0.73,0.82,0.46
f_0,3.76,9.68,3.58,4.46,4.18,3.79,0.96,0.57,0.75,0.78,0.78,0.36,0.67,0.9,1.09,0.4
h_0,3.99,4.82,4.33,4.26,4.49,3.45,2.09,1.29,0.87,0.81,0.99,0.78,0.93,0.84,0.84,0.56
a_0,4.0,5.59,3.36,7.04,5.74,7.64,1.19,1.48,0.82,1.35,0.48,0.95,0.52,0.33,1.33,0.61
e_0,9.99,6.92,4.59,3.82,4.07,4.72,1.46,1.33,0.95,0.93,1.2,0.58,0.68,1.02,0.33,0.68
g_0,4.55,5.83,4.04,5.91,5.86,6.15,0.91,2.51,0.93,1.29,1.1,0.99,0.56,0.89,1.05,1.07
