,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,8663.38,1074.82,1753.44,1872.96,3834.82,13819.58,1324818.54,2626694.92,7806828.86,6046945.28,10124483.85,11039500.46,39310974.13,45319591.2,138628418.21,29153639.77
f_1,1770.59,10073.82,1706.72,1534.63,3197.92,17880.4,1256386.3,2242438.75,3689488.95,5471636.8,11600490.46,1553677.3,42773409.18,43456674.0,106139249.26,96302638.05
d_1,931.7,1147.93,19222.03,1647.99,2915.04,20014.45,1610765.37,2891525.98,821553.11,11154451.73,9365201.46,10513965.1,53256175.27,45440028.04,114316425.15,89392620.03
c_1,857.14,876.44,1598.74,20096.82,7478.38,13308.5,1550647.17,2793407.71,4818681.25,1288498.92,7050361.05,12388925.4,49473022.31,43652181.84,92128768.76,108203068.34
b_1,874.73,1247.12,1927.79,1598.56,47858.36,29542.14,1276068.5,3391091.78,2923415.76,5533748.95,1975124.51,11249381.25,39781785.63,37123590.18,72890821.26,107357003.22
a_1,830.17,978.58,1975.05,1951.2,3663.76,317231.53,1506392.87,2737490.22,3841595.36,5119842.23,8731663.71,12821608.77,51666625.8,,96094181.79,92687246.03
h_1,1317.83,3053.93,3058.32,3031.11,5244.81,19764.92,9773419.59,6520848.57,7424927.45,9116314.83,20539777.34,16895781.49,33757076.51,79587097.25,199267367.59,188187590.57
g_1,1459.1,1714.33,4848.56,3385.99,4937.83,28158.65,2432617.9,23185418.96,5155042.23,6057954.17,18407913.13,26259334.61,79608457.73,83508731.81,110624006.28,160167707.87
d_0,1251.05,1836.59,1105.81,6895.11,7261.78,27760.29,2223945.85,4451465.73,18316079.05,9082717.24,19046306.5,15447223.85,78871901.39,98466311.04,193224612.07,185708379.83
c_0,1803.68,2296.56,3357.51,1466.76,5135.54,26694.72,2469010.12,4964974.1,8037337.8,28272628.78,38754017.39,14565724.67,94823100.47,92642499.35,224494220.05,225068997.83
b_0,1594.19,2144.0,3857.82,4233.86,1180.16,16315.2,2968873.6,5704817.64,6482261.12,8920227.82,54927806.72,17851947.41,82248783.6,185831894.75,233871656.65,199626538.76
f_0,1447.77,582.46,3892.77,4355.17,6748.15,28316.33,2563043.88,6236199.35,8333025.81,11419213.34,21255349.3,60233141.62,89460839.32,89206238.63,242930943.44,457806250.36
h_0,1543.07,2721.04,3481.24,3363.83,6360.61,24118.66,696645.64,6170267.97,4805407.94,7556354.83,18652783.58,18040328.81,22558046.39,76203646.35,345004703.42,167674251.32
a_0,1661.69,1873.51,2885.08,4639.4,5622.07,,2659398.91,4529450.06,9761948.74,11904264.75,19932731.29,13901323.19,93942390.56,362305724.49,252063685.67,166255954.08
g_0,1092.97,2337.81,5120.58,2879.11,5248.3,28296.61,2090458.37,3039105.9,5182990.75,7993047.11,24901286.95,26514852.09,73035052.14,96281253.77,120447198.3,219418037.6
e_0,562.0,2034.93,3816.34,3622.74,6760.71,32209.09,3605030.97,4189851.56,10173845.32,11733815.64,24439735.07,21141811.33,88492146.38,111306156.7,284927685.2,847694915.22
