,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,2.32,0.56,0.45,0.38,0.35,0.33,1.02,0.79,2.01,0.41,1.11,1.03,0.97,1.18,1.01,1.32
f_1,0.48,2.3,0.87,0.46,0.39,0.38,0.71,0.76,0.78,0.81,0.83,0.36,0.74,1.29,0.5,0.84
e_1,0.41,0.55,2.38,0.62,0.43,0.31,0.93,0.73,1.02,2.01,1.02,1.02,0.82,0.99,0.42,1.08
c_1,0.46,0.43,0.41,2.42,0.89,0.3,0.98,0.71,0.36,0.9,0.92,0.95,0.83,1.29,0.81,1.07
b_1,0.46,0.54,0.44,0.5,2.54,0.7,0.73,0.82,0.74,1.01,0.33,0.94,0.65,1.32,0.85,1.17
a_1,0.62,0.56,0.41,0.5,0.44,3.13,0.84,0.92,1.12,0.81,0.76,0.92,0.27,1.41,0.72,0.92
h_1,0.72,0.79,0.5,0.51,0.52,0.4,3.0,1.29,1.16,1.0,1.22,1.22,0.96,0.88,1.29,1.9
g_1,0.97,0.46,0.66,0.51,0.52,0.36,1.01,3.21,1.27,0.88,1.2,1.85,0.91,1.14,1.28,0.53
c_0,0.66,0.69,0.59,0.32,0.48,0.45,1.25,1.09,2.56,1.37,2.27,1.26,1.39,1.45,1.1,1.42
d_0,0.3,0.56,0.57,1.23,0.47,0.43,0.94,0.83,0.94,2.68,1.18,1.23,0.93,1.43,1.03,1.57
b_0,0.57,0.74,0.55,0.64,0.25,0.34,1.25,1.07,1.31,1.41,2.87,1.55,2.13,1.71,1.39,1.91
f_0,0.78,0.35,0.54,0.62,0.59,0.43,1.19,1.02,1.33,1.2,1.24,2.71,1.1,1.58,1.93,1.49
a_0,0.59,0.7,0.57,0.61,0.6,0.23,1.14,0.97,1.2,1.25,1.04,1.3,2.94,1.91,1.01,1.58
h_0,0.68,0.96,0.63,0.5,0.52,0.35,0.56,1.39,1.46,1.35,1.08,0.97,1.16,0.79,1.03,1.63
e_0,0.68,0.75,0.33,0.57,0.51,0.47,1.45,1.13,1.31,1.13,1.1,1.32,1.53,1.63,2.95,1.69
g_0,0.93,0.5,0.48,0.65,0.47,0.44,1.19,0.54,1.43,1.15,1.02,1.83,1.0,1.31,1.2,1.08
