,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
f_1,2.36,1.17,0.67,0.8,0.75,0.74,1.39,1.5,1.48,1.7,1.77,0.82,1.74,1.96,1.19,1.87
e_1,0.72,2.44,0.76,0.84,0.73,0.68,1.4,1.7,1.76,2.74,1.86,1.78,1.86,2.01,0.91,1.76
d_1,0.85,0.75,2.46,0.92,0.65,0.76,1.41,1.36,2.53,0.94,1.61,1.5,1.59,1.98,1.8,1.99
c_1,0.77,0.68,0.61,2.6,1.43,0.72,1.54,1.38,0.74,1.23,1.59,1.78,1.71,2.26,1.77,2.44
b_1,0.73,0.73,0.87,0.56,2.74,1.18,1.85,1.54,1.76,1.63,0.94,2.0,1.56,1.91,1.86,1.77
a_1,0.71,0.75,0.9,0.87,0.7,3.35,1.57,1.24,1.59,1.74,1.66,1.47,,2.18,1.79,2.67
h_1,1.28,0.98,1.03,1.01,0.85,1.0,3.79,2.14,2.02,2.07,2.07,2.34,2.45,2.33,2.43,3.56
g_1,0.79,0.86,1.45,0.99,0.9,1.21,1.86,4.3,2.54,2.1,2.07,3.14,2.12,2.55,2.82,1.82
c_0,1.3,1.1,0.89,0.51,0.89,1.08,2.03,1.68,3.76,2.53,4.05,2.33,2.23,2.83,2.24,2.86
d_0,1.13,0.78,0.67,1.71,0.87,1.1,1.94,2.23,1.9,3.76,2.17,2.39,2.56,2.89,2.41,2.69
b_0,1.15,0.94,1.17,1.07,0.62,0.72,2.24,2.21,1.88,2.8,4.05,2.34,3.47,3.66,2.7,3.34
f_0,0.86,0.91,1.35,0.99,1.03,0.99,2.0,1.66,2.11,2.31,2.85,4.16,2.24,2.74,3.65,2.49
a_0,1.03,1.11,1.12,1.18,0.83,,2.12,2.39,2.4,2.07,1.84,2.53,4.5,3.59,2.55,2.37
h_0,1.3,0.97,1.22,0.98,0.97,0.82,0.91,2.22,2.09,2.1,1.82,2.48,1.91,1.77,2.22,3.23
e_0,1.52,0.53,1.15,1.13,1.07,0.72,1.81,1.78,2.64,1.97,2.11,1.99,2.0,3.19,4.92,3.11
g_0,0.99,0.87,1.44,0.91,1.12,0.92,1.75,1.06,2.38,2.14,2.04,3.28,2.62,2.42,2.3,1.65
