,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.35,1.66,1.07,1.17,1.12,0.86,1.86,2.4,2.3,2.29,2.45,1.23,2.68,2.39,2.16,2.69
e_1,1.14,2.42,1.0,1.21,1.14,1.23,2.38,3.92,2.23,2.01,3.09,2.71,3.6,2.46,2.11,3.4
d_1,1.19,1.21,2.61,0.97,1.21,0.94,1.99,1.63,4.16,1.85,2.55,2.92,3.19,3.07,2.56,2.94
c_1,1.09,1.04,1.23,2.6,1.79,1.1,1.94,1.91,1.16,1.99,1.92,2.28,2.87,2.53,2.62,2.87
b_1,1.05,1.14,0.96,1.02,2.68,2.01,2.66,2.57,2.35,2.23,1.96,2.85,3.28,1.79,2.45,3.48
a_1,1.26,1.09,1.48,1.19,0.81,3.28,2.23,2.47,2.22,2.75,2.23,2.65,2.94,1.53,2.93,2.7
h_1,1.69,0.97,1.4,1.32,1.03,1.11,4.02,2.46,2.47,2.98,2.74,2.33,2.21,3.02,2.72,4.05
d_0,1.31,0.89,0.92,2.22,1.21,1.21,2.78,3.9,2.37,2.59,2.42,2.83,3.58,2.84,2.93,3.34
c_0,1.49,1.37,1.09,1.28,0.94,1.31,2.56,2.48,4.01,2.63,4.71,2.67,3.67,3.5,3.2,3.45
g_1,1.07,1.21,1.85,1.43,1.11,0.86,2.0,2.61,2.33,4.53,2.98,4.12,3.08,2.21,2.93,2.37
b_0,1.45,1.03,1.49,1.57,0.65,1.12,2.5,3.23,2.22,2.21,4.22,2.38,3.35,5.05,2.77,3.02
f_0,1.19,0.86,1.49,1.57,1.19,1.1,3.11,2.61,3.29,2.13,3.18,4.57,3.49,3.11,5.32,3.48
h_0,1.7,1.13,1.34,1.18,1.16,1.51,1.57,2.45,2.35,2.95,2.8,2.68,2.51,2.13,2.6,4.13
a_0,1.47,1.18,1.27,1.36,1.29,0.6,2.75,2.58,2.95,2.72,2.61,2.51,3.83,4.87,2.5,3.48
e_0,1.3,0.85,1.36,1.4,1.28,1.33,3.05,2.66,2.89,2.24,3.09,2.07,3.61,2.88,5.01,3.89
g_0,1.32,0.96,1.94,1.26,0.99,1.41,2.22,2.18,2.82,2.02,3.49,3.57,3.11,2.76,3.07,2.79
