,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,5.89,2.22,1.93,2.77,2.3,2.48,8.25,7.79,17.88,8.27,10.8,10.49,16.26,12.89,9.1,16.47
f_1,3.82,5.96,1.81,2.22,1.8,2.09,7.59,6.75,10.54,9.62,6.59,10.83,14.83,9.23,7.77,15.82
d_1,1.97,2.38,6.43,1.76,1.87,2.06,8.54,8.41,5.53,19.25,10.77,14.35,17.34,13.84,12.36,18.53
c_1,2.07,2.13,1.79,6.74,4.39,2.19,7.79,7.74,9.6,4.9,9.68,6.67,15.11,10.55,10.97,13.89
b_1,1.88,2.1,2.16,2.17,7.9,4.49,7.37,8.75,11.08,8.85,10.48,6.08,14.84,8.66,10.27,13.27
a_1,2.25,2.05,2.59,2.78,2.18,10.98,9.41,7.75,11.64,10.98,10.46,10.1,15.61,7.37,10.78,15.29
h_1,2.19,3.25,2.65,2.39,1.89,2.3,18.81,13.84,11.19,10.68,11.24,11.3,13.87,12.22,12.84,22.53
g_1,2.08,2.32,3.76,2.29,2.31,2.31,8.35,20.8,9.11,12.23,17.37,10.27,16.72,13.91,15.8,16.64
d_0,2.49,2.63,1.48,4.53,2.82,2.1,8.24,7.58,17.31,7.14,9.92,10.72,18.54,13.72,12.02,15.4
c_0,2.39,2.72,2.77,2.02,1.6,2.68,9.67,8.44,12.37,19.9,13.38,23.37,19.33,15.02,14.05,21.24
f_0,2.03,2.07,2.92,2.71,2.58,2.66,9.66,9.82,12.85,12.07,22.52,14.2,17.53,12.74,29.27,21.07
b_0,2.51,2.82,2.49,2.64,1.66,2.07,8.36,9.45,12.25,11.89,12.45,21.65,18.93,27.89,12.3,20.3
h_0,2.42,3.45,2.98,2.17,2.32,2.2,6.09,12.24,8.67,12.86,10.6,11.23,14.08,12.68,10.84,22.86
a_0,2.25,2.64,2.58,2.65,2.52,2.13,10.05,9.54,11.11,12.57,10.89,13.35,20.38,27.11,12.31,19.39
e_0,1.94,2.84,2.71,2.64,2.57,2.02,10.24,10.57,11.92,13.01,10.77,15.17,20.6,12.83,27.7,19.79
g_0,2.18,2.27,4.13,2.24,2.13,2.07,9.0,6.88,9.83,12.12,18.06,13.22,17.74,14.93,16.27,14.68
