,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.66,5.75,5.78,6.78,5.36,6.13,2.06,2.12,2.39,1.83,2.39,,1.12,2.43,2.12,2.54
e_1,4.18,0.66,5.51,6.35,6.37,5.43,2.39,2.45,2.23,2.3,1.98,2.54,1.67,2.06,,1.57
d_1,6.03,7.7,0.66,6.23,4.78,4.89,2.8,2.37,1.35,,2.39,2.0,1.62,2.03,2.14,1.57
c_1,6.78,5.68,7.83,0.64,10.8,5.83,2.53,,2.34,1.31,2.04,2.33,1.62,1.94,1.44,2.25
b_1,5.7,7.19,7.41,2.99,0.64,8.64,3.4,2.28,2.37,2.46,,1.98,2.51,2.35,1.83,1.44
a_1,6.39,6.97,8.62,7.78,4.33,0.59,2.63,2.85,2.9,2.41,2.92,3.09,2.73,,,1.99
h_1,4.9,4.77,4.78,4.56,4.49,4.39,0.62,1.83,2.95,1.49,1.76,1.91,,1.7,1.89,1.4
c_0,5.43,4.43,2.93,,5.29,4.37,2.35,0.72,1.81,2.31,2.07,1.66,1.44,1.55,1.55,1.19
g_1,6.13,7.48,7.46,6.07,5.34,6.33,1.77,2.25,0.58,1.98,1.86,2.18,0.94,1.69,,
d_0,4.86,3.2,,6.89,4.86,4.32,2.82,1.71,3.51,0.7,1.93,1.53,1.16,1.54,1.35,1.17
b_0,5.67,5.33,4.39,4.81,,6.01,2.16,1.18,2.72,1.61,0.69,1.59,2.35,2.55,1.55,1.23
f_0,,5.76,4.84,5.39,6.61,3.99,2.6,1.92,1.78,2.07,1.88,0.66,1.7,2.48,2.54,0.87
h_0,5.76,4.48,4.31,4.26,3.34,3.49,,1.44,3.16,1.79,1.19,1.55,,1.1,,1.35
a_0,5.15,8.35,6.92,5.82,5.39,,2.5,2.0,2.41,2.54,1.06,1.59,2.14,0.65,,2.16
e_0,6.52,,6.13,7.91,5.68,,2.27,1.8,,2.69,2.45,1.24,,,0.6,
g_0,4.07,4.56,4.97,3.6,5.01,4.54,1.92,2.3,,2.19,2.17,2.33,1.29,1.53,,
