,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.06,1.49,1.92,2.34,2.27,2.05,0.95,0.93,0.91,0.66,0.62,0.74,0.54,0.56,0.85,0.43
f_1,2.56,1.06,1.95,2.21,2.2,1.53,0.65,0.78,0.69,0.55,0.65,0.83,0.37,0.57,0.45,0.6
d_1,3.13,2.84,1.06,2.12,1.94,1.81,0.92,0.57,1.21,0.8,0.69,0.6,0.64,0.57,0.64,0.39
c_1,2.09,2.53,3.34,1.06,2.43,2.0,0.93,0.87,0.45,0.88,0.69,0.76,0.56,0.69,0.68,0.52
b_1,2.52,2.73,3.19,1.69,1.07,3.1,1.08,1.29,0.75,0.91,0.99,0.77,0.57,0.74,0.68,0.6
a_1,3.38,4.8,3.97,4.79,2.14,1.07,1.44,1.49,1.11,1.29,1.33,1.12,1.12,1.28,0.81,0.89
h_1,5.41,7.34,5.37,5.79,6.36,4.75,1.33,2.4,1.58,1.52,1.63,1.7,1.75,1.72,1.36,1.37
g_1,7.25,8.35,7.5,7.44,5.61,5.18,2.06,1.34,1.84,1.94,1.88,2.02,1.23,1.66,1.98,1.8
d_0,4.31,7.28,10.27,8.54,7.14,6.47,3.34,3.06,1.56,2.05,2.14,2.24,1.49,2.53,1.81,1.59
c_0,7.84,8.19,4.17,15.58,7.69,5.68,3.19,2.62,2.78,1.57,2.65,2.23,1.69,2.02,1.89,1.75
b_0,8.61,7.92,6.36,9.05,11.71,6.47,3.06,3.03,2.63,1.36,1.54,2.0,1.84,2.74,1.76,1.79
f_0,8.25,12.85,7.56,7.43,8.41,5.61,3.32,2.05,2.53,2.49,2.96,1.52,2.05,2.55,2.52,1.34
h_0,9.44,10.26,8.97,10.7,9.29,7.06,5.23,3.99,3.06,2.6,2.61,2.42,3.05,2.33,1.95,2.5
a_0,11.36,11.67,9.12,10.53,11.46,13.93,3.78,4.35,2.98,2.64,1.58,2.94,2.88,1.56,2.52,1.99
e_0,15.15,17.87,10.08,9.78,10.52,10.43,4.14,3.5,3.42,3.0,3.55,1.94,2.65,2.36,1.65,2.22
g_0,12.14,10.71,13.82,12.3,11.92,8.89,3.58,5.0,3.63,3.26,3.25,3.45,1.9,2.97,3.13,3.08
