,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.67,1.35,2.21,2.16,1.74,1.79,0.96,0.93,0.86,0.9,1.03,0.88,0.59,0.71,0.7,1.14
f_1,2.49,0.67,1.92,2.09,1.68,2.16,0.73,0.8,0.71,0.92,0.58,1.35,0.48,0.63,0.61,0.64
d_1,2.09,2.11,0.66,2.16,2.44,1.58,0.87,1.82,0.8,0.65,0.7,0.68,0.66,0.68,0.46,0.54
c_1,1.94,2.2,2.56,0.64,1.96,2.45,0.97,0.52,1.14,0.94,0.73,0.84,0.62,0.86,0.64,0.84
b_1,2.48,2.8,2.34,1.58,0.61,2.05,1.18,0.84,0.92,1.17,1.9,0.86,0.65,0.89,0.59,0.66
a_1,2.98,2.85,2.98,2.14,1.93,0.56,1.48,1.02,1.14,1.29,1.36,0.88,0.84,,0.77,0.82
h_1,2.68,2.67,2.88,2.62,2.79,1.96,0.6,0.89,0.94,1.36,0.83,0.85,1.33,0.86,0.85,0.63
d_0,1.79,2.82,3.9,3.29,3.11,2.56,1.68,0.69,1.08,1.26,1.16,0.99,1.05,0.92,0.92,1.03
c_0,2.54,3.13,1.86,8.06,3.06,2.8,1.32,1.01,0.67,1.3,1.11,0.98,0.83,0.96,0.94,1.25
g_1,2.93,2.8,2.62,3.54,3.74,2.91,1.01,1.0,1.02,0.57,0.98,0.93,0.75,0.96,1.29,0.93
b_0,2.6,3.69,2.54,3.89,6.09,2.53,1.36,0.99,0.64,1.44,0.64,0.98,0.88,0.98,0.74,0.96
f_0,2.79,5.68,3.17,2.87,2.84,3.14,1.41,1.16,1.12,1.18,1.13,0.62,1.15,1.03,0.61,2.06
h_0,3.54,3.69,3.03,3.69,3.35,2.7,2.47,1.11,1.14,1.61,1.05,1.01,1.55,1.12,1.06,1.26
a_0,3.5,4.03,3.31,3.32,3.75,,1.9,1.33,1.08,1.42,0.86,1.4,1.16,0.6,1.4,1.26
g_0,3.24,3.61,3.55,3.23,4.16,3.33,1.25,1.27,1.27,2.24,1.45,1.26,0.81,1.09,,1.24
e_0,6.57,5.53,3.53,3.38,3.7,3.62,1.67,1.32,1.04,1.53,1.21,0.65,1.13,0.96,0.84,0.61
