,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.52,0.84,0.77,1.12,0.93,0.74,1.02,1.04,1.59,1.0,0.99,1.12,1.12,0.87,0.78,1.06
f_1,1.34,1.53,0.9,0.88,0.76,0.66,0.92,0.9,1.04,0.94,0.96,0.73,1.0,0.83,0.66,0.91
d_1,1.02,0.97,1.57,0.75,0.87,0.7,0.95,0.88,0.87,1.61,1.26,0.94,1.13,0.95,0.92,0.87
c_1,0.77,0.92,0.9,1.59,1.39,0.78,1.12,0.89,0.93,0.72,0.82,1.03,1.1,0.92,0.93,1.04
b_1,0.88,1.07,0.9,0.79,1.6,1.29,1.08,0.96,1.07,1.05,0.79,1.1,1.08,0.74,1.04,0.96
a_1,1.03,1.07,1.03,1.0,0.69,1.75,1.22,1.22,1.24,1.19,1.29,1.25,1.28,1.01,1.04,1.29
h_1,1.09,1.43,1.3,1.0,1.06,0.75,1.83,1.51,1.24,1.18,1.17,1.23,1.13,0.95,1.05,1.6
g_1,1.07,1.11,1.65,1.05,1.07,0.77,1.16,1.88,1.23,1.34,1.23,1.8,1.2,1.13,1.22,1.16
d_0,1.0,1.17,0.82,1.83,1.14,1.01,1.37,1.27,1.74,1.02,1.27,1.34,1.44,1.16,1.17,1.22
c_0,1.25,1.39,1.06,1.09,0.88,0.96,1.36,1.32,1.54,1.8,2.15,1.35,1.54,1.51,1.13,1.38
b_0,1.33,1.28,1.15,1.3,0.97,0.77,1.35,1.39,1.5,1.31,1.81,1.44,1.76,1.88,1.2,1.38
f_0,1.08,1.17,1.36,1.21,1.11,0.97,1.48,1.19,1.45,1.34,1.31,1.79,1.53,1.18,2.02,1.31
h_0,1.35,1.61,1.3,1.19,1.12,0.86,1.25,1.59,1.33,1.44,1.18,1.42,1.32,1.26,1.09,1.73
a_0,1.33,1.42,1.36,1.14,1.22,0.84,1.64,1.37,1.38,1.38,1.33,1.43,1.66,1.88,1.27,1.4
e_0,1.05,1.51,1.54,1.15,1.08,1.06,1.61,1.29,1.42,1.51,1.63,1.38,1.65,1.37,1.92,1.58
g_0,1.22,1.21,1.76,1.3,1.26,0.92,1.29,1.22,1.3,1.55,1.49,2.05,1.57,1.24,1.42,1.3
