,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.44,0.39,0.27,0.25,0.3,0.31,0.56,0.55,0.49,0.62,0.56,,0.6,0.7,0.58,0.93
e_1,0.28,2.45,0.21,0.3,0.24,0.28,0.57,0.68,0.4,0.94,0.6,0.58,0.78,0.43,,0.83
d_1,0.28,0.29,2.47,0.22,0.23,0.23,0.57,1.02,0.4,,0.72,0.69,0.8,0.52,0.61,0.76
c_1,0.23,0.25,0.26,2.63,0.57,0.25,0.59,,0.49,0.43,0.65,0.61,0.8,0.61,0.47,1.03
b_1,0.3,0.25,0.34,0.16,2.66,0.44,0.59,0.55,0.55,0.61,,0.49,1.02,0.66,0.65,0.74
a_1,0.25,0.28,0.31,0.28,0.19,3.14,0.58,0.64,0.45,0.66,0.5,0.78,0.94,,,0.78
h_1,0.66,0.57,0.49,0.57,0.43,0.63,3.71,1.07,1.42,0.9,1.24,1.08,,1.22,1.39,1.66
c_0,0.62,0.54,0.56,,0.62,0.56,1.21,3.4,1.09,1.44,2.19,1.41,1.96,1.48,1.7,1.34
g_1,0.55,0.59,0.99,0.6,0.59,0.55,0.75,1.35,4.23,0.7,0.95,1.52,0.9,1.23,,
d_0,0.72,0.57,,1.06,0.57,0.66,1.48,1.05,1.23,3.51,1.61,1.3,1.57,1.16,1.13,1.4
b_0,0.54,0.65,0.55,0.67,,0.54,1.24,1.15,1.29,1.25,3.67,1.41,2.33,2.73,1.22,1.39
f_0,,0.5,0.64,0.58,0.68,0.5,1.12,1.41,1.09,1.55,1.58,3.96,1.77,1.79,2.39,1.28
h_0,1.12,0.76,0.78,0.82,0.53,0.55,,1.61,2.48,2.02,1.05,1.51,,1.31,,2.28
a_0,0.51,0.6,0.61,0.67,0.56,,1.22,1.48,1.36,1.5,0.95,1.02,2.41,4.27,,1.89
e_0,0.58,,0.58,0.9,0.71,,1.09,1.45,,1.7,1.55,0.99,,,4.71,
g_0,0.48,0.78,0.78,0.57,0.9,0.74,1.46,1.89,,1.95,1.95,2.89,1.94,1.26,,
