,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,5.67,2.37,1.2,1.35,0.99,1.17,4.67,3.06,5.21,5.87,6.57,1.8,7.96,5.73,5.65,8.87
e_1,1.39,5.84,1.18,1.63,1.25,1.2,4.54,4.24,5.14,11.81,6.26,6.62,9.43,6.32,3.17,8.42
d_1,1.29,1.1,6.39,0.92,1.35,1.04,4.82,6.54,11.32,2.26,6.81,7.73,10.09,7.39,7.46,11.7
c_1,1.3,1.05,1.21,6.78,2.53,1.05,4.92,4.54,1.95,6.08,4.98,5.54,8.84,6.66,7.21,8.25
b_1,1.28,1.28,1.13,1.31,7.46,2.85,4.02,4.64,5.08,5.43,2.51,5.99,6.75,4.99,5.75,8.2
a_1,1.63,1.17,1.29,1.55,0.95,10.87,4.99,4.56,6.72,7.57,6.77,6.45,11.54,3.11,6.64,6.37
h_1,2.35,1.4,1.84,1.18,1.37,1.65,16.16,6.65,6.94,7.55,6.39,6.76,6.69,7.02,6.88,15.54
g_1,1.3,1.19,2.68,1.43,1.59,1.46,5.27,20.04,7.14,6.31,7.98,12.23,12.64,7.93,6.6,7.63
c_0,1.86,1.62,1.85,0.76,1.27,1.55,5.5,5.59,16.5,7.61,15.38,8.38,11.98,10.17,7.8,13.24
d_0,1.67,1.49,0.72,3.2,1.41,1.66,4.97,5.87,4.87,14.49,7.38,7.39,14.3,8.01,8.93,12.09
b_0,1.85,1.35,1.84,1.79,0.82,1.35,6.63,5.63,9.25,6.88,17.61,7.94,12.79,18.41,10.74,13.08
f_0,1.07,1.21,1.69,1.45,1.79,1.84,6.76,6.04,8.66,7.46,8.65,20.37,14.75,8.0,18.52,14.2
h_0,2.22,1.48,1.75,1.92,1.47,1.22,3.28,8.05,7.24,6.88,7.59,7.15,6.0,8.63,11.02,15.82
a_0,1.45,1.62,1.61,1.94,1.66,0.8,7.02,5.08,7.65,7.2,8.25,9.37,11.79,22.31,8.92,13.24
e_0,2.15,0.85,1.54,1.77,1.18,1.7,6.44,7.05,8.26,8.14,8.72,8.33,13.37,8.74,26.98,10.92
g_0,1.1,1.43,2.77,1.56,1.6,1.8,5.51,4.45,7.84,6.04,7.33,12.89,9.24,6.0,8.84,6.2
