,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.41,0.57,0.87,0.94,1.01,0.92,0.51,0.63,0.41,0.54,0.4,0.53,0.38,0.37,0.63,0.4
f_1,0.99,0.41,0.79,0.89,0.79,0.93,0.37,0.52,0.37,0.4,0.37,0.53,0.24,0.37,0.37,0.31
d_1,0.95,0.9,0.41,1.05,0.88,0.74,0.46,0.3,0.41,0.79,0.44,0.37,0.33,0.33,0.39,0.26
c_1,0.75,0.9,1.03,0.39,1.04,0.69,0.45,0.56,0.55,0.24,0.44,0.36,0.37,0.42,0.37,0.36
b_1,0.87,1.05,1.03,0.5,0.36,1.27,0.47,0.51,0.49,0.38,0.56,0.43,0.36,0.38,0.38,0.33
a_1,0.85,0.98,1.01,1.29,0.45,0.29,0.63,0.49,0.38,0.49,0.46,0.42,0.43,0.67,0.4,0.42
h_1,0.77,0.91,0.7,0.88,0.81,0.69,0.26,0.43,0.34,0.35,0.36,0.32,0.4,0.35,0.35,0.32
g_1,0.71,0.84,0.83,0.81,0.78,0.8,0.37,0.23,0.35,0.34,0.37,0.38,0.27,0.38,0.31,0.38
c_0,0.79,0.82,0.52,1.28,0.78,0.87,0.45,0.4,0.26,0.43,0.42,0.35,0.3,0.34,0.36,0.32
d_0,0.47,0.89,1.09,0.88,0.93,0.69,0.51,0.53,0.35,0.25,0.32,0.32,0.29,0.37,0.35,0.34
b_0,0.75,0.81,0.64,0.9,1.19,0.79,0.42,0.46,0.23,0.4,0.25,0.33,0.35,0.45,0.33,0.28
f_0,0.69,1.12,0.72,0.81,0.84,0.75,0.51,0.3,0.33,0.36,0.36,0.23,0.31,0.41,0.44,0.19
h_0,0.71,0.88,0.8,0.79,0.73,0.59,0.55,0.43,0.32,0.39,0.29,0.31,0.36,0.32,0.32,0.35
a_0,0.77,0.88,0.79,0.77,0.9,1.09,0.4,0.44,0.33,0.32,0.21,0.33,0.28,0.21,0.32,0.26
e_0,1.03,1.01,0.75,0.83,0.75,0.72,0.41,0.42,0.31,0.32,0.32,0.2,0.27,0.44,0.2,0.3
g_0,0.72,0.86,0.83,0.8,0.8,0.74,0.33,0.57,0.33,0.35,0.37,0.43,0.22,0.35,0.32,0.37
