,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.41,0.45,0.71,0.6,0.6,0.59,0.31,0.35,0.35,0.27,0.26,0.33,0.21,0.25,0.33,0.24
f_1,0.64,0.41,0.63,0.52,0.58,0.52,0.25,0.3,0.32,0.25,0.26,0.31,0.18,0.26,0.24,0.27
c_1,0.49,0.57,0.38,0.7,0.66,0.57,0.33,0.19,0.33,0.32,0.25,0.25,0.23,0.23,0.25,0.25
d_1,0.63,0.68,0.59,0.37,0.55,0.51,0.32,0.32,0.22,0.29,0.29,0.26,0.23,0.27,0.26,0.16
b_1,0.6,0.62,0.4,0.66,0.36,0.77,0.34,0.23,0.34,0.35,0.33,0.29,0.25,0.27,0.26,0.21
a_1,0.61,0.67,0.52,0.7,0.36,0.31,0.38,0.28,0.38,0.3,0.33,0.25,0.25,0.33,0.28,0.24
h_1,0.53,0.64,0.59,0.57,0.59,0.47,0.22,0.25,0.3,0.25,0.23,0.27,0.25,0.25,0.23,0.22
d_0,0.38,0.54,0.66,0.72,0.67,0.53,0.32,0.23,0.3,0.28,0.27,0.26,0.27,0.24,0.31,0.25
g_1,0.54,0.58,0.54,0.62,0.54,0.49,0.29,0.26,0.21,0.28,0.27,0.26,0.19,0.26,0.26,0.21
c_0,0.62,0.66,0.69,0.4,0.58,0.47,0.31,0.33,0.27,0.22,0.31,0.26,0.27,0.27,0.25,0.21
b_0,0.57,0.6,0.77,0.47,0.66,0.46,0.32,0.28,0.25,0.17,0.21,0.24,0.21,0.28,0.22,0.23
f_0,0.52,0.68,0.6,0.55,0.54,0.61,0.31,0.26,0.22,0.25,0.24,0.2,0.22,0.24,0.27,0.15
h_0,0.58,0.61,0.58,0.52,0.51,0.53,0.34,0.26,0.31,0.22,0.26,0.25,0.23,0.22,0.22,0.2
a_0,0.59,0.55,0.7,0.5,0.67,0.5,0.26,0.31,0.27,0.21,0.17,0.24,0.23,0.18,0.24,0.2
e_0,0.63,0.68,0.57,0.52,0.57,0.53,0.31,0.24,0.25,0.22,0.26,0.17,0.24,0.22,0.18,0.18
g_0,0.55,0.52,0.59,0.62,0.57,0.51,0.27,0.25,0.35,0.25,0.24,0.31,0.2,0.28,0.24,0.23
