,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,g_0,a_0
e_1,13584.65,5680.32,4668.87,7693.4,9770.57,39818.11,6203735.34,10175572.42,37326411.57,26313972.27,31050183.5,43211537.92,157141783.19,115869556.27,299496286.86,243674636.43
f_1,8707.05,15456.87,5597.55,5223.05,9439.49,33188.77,6154213.8,9654176.34,19689528.6,24388479.58,17276166.52,40471359.62,156389333.38,102874905.53,235174477.99,209927130.17
d_1,4922.16,6229.37,17723.5,4484.27,8451.34,41934.57,7373601.93,11062127.67,15196608.47,44952970.44,32354560.58,49854123.53,151007216.18,177671130.04,372728755.66,264036905.51
c_1,3675.71,5415.41,5826.84,17739.22,15569.57,50786.38,6058380.48,10943569.21,21000287.52,11997935.93,28079678.58,28371778.15,153840962.69,151224071.56,252402493.36,207469234.72
b_1,4461.17,5497.92,6171.12,6174.36,30410.19,87351.32,5840263.0,11013376.01,22008497.25,21872198.91,23811506.03,20836317.37,174778866.39,154161928.07,277147582.38,162069451.71
a_1,4876.72,5731.55,6144.46,5995.72,9580.58,211240.39,7064632.73,11146081.31,20590203.95,26591106.44,33323158.24,41456455.56,161314091.74,172444785.2,346908923.12,150745906.83
h_1,4737.03,7701.9,7196.06,6775.54,8833.19,45573.56,13963936.52,14702840.91,19722066.53,27089422.08,30519016.99,45077127.63,134864634.89,145311502.16,432777468.45,236279570.64
g_1,4264.17,5016.46,9971.71,7637.11,9177.13,46192.32,6436989.74,27601501.29,18881364.24,29642099.23,48285583.65,48733698.6,179779602.96,199351797.14,323862526.13,237978241.02
d_0,4853.35,5651.45,3650.0,12844.29,10723.91,47520.92,6783019.9,12274119.85,37640816.61,18578624.66,33805846.47,34879417.82,161135585.06,164936576.89,305071084.06,219186962.8
c_0,5469.29,6526.9,7625.97,5739.22,7240.46,45322.11,7706872.07,14445837.31,25403203.82,45918776.12,40669652.11,83690990.63,191967246.84,187352707.81,343246234.64,307706577.04
f_0,3765.28,4476.07,8495.27,7534.18,10447.86,55901.89,7378080.6,11393661.14,23611974.5,28488788.89,58991816.2,46338122.36,161743586.22,414810404.8,386891337.73,281466235.07
b_0,5241.11,6518.97,6932.38,7174.54,7235.11,43276.43,7565978.61,13216158.51,23448039.5,26281095.82,38971985.34,79962162.48,208553241.38,189492707.29,374667491.15,522342728.77
h_0,5426.11,8330.35,7440.69,6632.91,8893.13,45465.19,5535922.19,16970043.91,22991688.41,22642419.79,34623303.21,40077375.8,133228952.69,170105703.61,445005595.86,256088387.76
e_0,3374.32,6068.93,8039.78,7605.56,10138.96,59314.9,8184817.62,14991755.58,24906955.18,28039740.79,30370877.16,44536335.21,190651664.09,438492477.06,367388340.77,238269022.28
g_0,4519.55,5446.18,10421.45,6504.65,8970.34,48218.96,7792030.88,10684731.88,19540818.05,29207566.8,52840588.52,47612048.97,158351075.1,230586674.1,318454430.07,229610425.02
a_0,4906.28,6553.52,8349.48,7283.64,8901.49,35767.63,7941707.51,15051081.88,20025605.93,26719309.78,32239054.79,49996010.87,215388037.04,198193215.73,319336575.3,557628157.37
