,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.45,2.27,4.29,4.44,4.91,4.37,1.16,1.24,1.49,0.92,1.02,0.97,0.64,0.92,3.38,0.66
f_1,4.0,0.44,2.99,4.59,5.85,4.57,0.8,1.06,1.53,0.81,0.85,3.38,0.41,0.83,0.79,0.81
d_1,5.8,4.55,0.42,6.77,4.18,3.78,1.43,3.15,0.78,0.82,0.76,1.13,0.63,0.72,0.83,0.39
c_1,3.92,5.5,7.5,0.41,3.84,4.02,1.36,0.47,2.13,3.16,1.11,0.99,0.6,1.13,0.87,0.66
b_1,5.49,5.35,7.47,2.18,0.4,7.27,1.41,0.92,1.23,1.9,6.51,0.75,0.59,1.3,0.89,0.63
a_1,6.64,5.96,5.96,7.03,2.94,0.34,2.01,1.26,1.52,1.19,1.4,1.03,1.03,3.8,1.51,1.03
h_1,5.17,5.56,4.56,5.3,5.72,4.83,0.35,1.35,1.16,0.99,1.09,1.0,2.68,0.9,0.99,0.89
d_0,2.64,6.35,14.55,5.38,7.31,6.81,1.6,0.45,1.91,0.93,0.9,0.98,0.94,0.88,0.91,0.94
g_1,6.03,6.71,5.93,7.19,4.79,4.24,1.38,1.54,0.31,1.22,1.07,1.06,0.65,1.58,1.05,1.42
c_0,6.11,4.91,3.02,19.85,6.98,6.59,2.18,1.64,1.63,0.41,1.03,1.13,0.99,1.22,0.85,0.77
b_0,5.4,5.84,4.68,6.98,19.18,5.26,1.67,1.24,2.27,0.63,0.4,1.32,1.05,0.98,1.21,0.89
f_0,6.34,14.06,6.52,6.24,4.82,5.03,1.97,1.39,1.07,1.07,1.06,0.39,1.11,1.03,0.87,0.73
h_0,5.79,8.51,7.83,7.11,6.38,5.37,5.35,1.47,1.85,1.82,1.29,1.37,2.98,1.34,0.91,1.3
a_0,4.78,8.28,7.1,9.78,8.66,16.65,2.36,1.24,1.88,1.06,0.78,1.36,1.2,0.36,1.17,0.86
e_0,15.66,9.57,5.85,8.1,7.85,6.65,2.1,1.26,1.86,1.58,1.17,0.65,1.3,1.65,0.37,0.9
g_0,8.15,7.76,7.27,8.17,8.31,6.93,1.41,1.57,4.39,1.17,1.22,1.66,1.01,1.57,1.19,2.52
