,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.44,0.95,2.01,1.85,2.06,1.67,0.49,0.63,0.35,0.35,0.37,0.43,0.24,0.35,0.64,0.27
f_1,1.63,0.43,1.59,1.73,1.8,1.46,0.35,0.57,0.34,0.36,0.32,0.54,0.19,0.32,0.32,0.3
d_1,2.12,1.9,0.42,1.79,1.57,1.65,0.53,0.3,0.32,0.89,0.34,0.3,0.2,0.32,0.36,0.16
c_1,1.39,1.75,2.57,0.4,1.94,2.02,0.56,0.47,0.75,0.21,0.38,0.33,0.28,0.42,0.28,0.23
b_1,1.94,2.47,1.72,0.98,0.39,2.21,0.7,0.63,0.6,0.47,0.95,0.38,0.38,0.35,0.38,0.29
a_1,2.6,3.4,1.97,2.83,1.07,0.33,0.66,0.66,0.44,0.67,0.55,0.35,0.37,1.37,0.49,0.37
h_1,2.81,2.63,2.89,3.12,2.64,2.28,0.32,0.84,0.54,0.6,0.54,0.58,0.6,0.55,0.45,0.48
g_1,2.94,3.39,2.91,3.58,3.69,2.95,0.62,0.3,0.75,0.66,0.54,0.56,0.36,0.53,0.59,0.6
c_0,3.53,3.74,1.68,8.42,3.18,2.82,0.91,0.9,0.36,0.96,0.63,0.66,0.45,0.62,0.62,0.46
d_0,1.79,3.18,5.93,3.24,3.77,2.74,1.01,1.09,0.7,0.37,0.71,0.72,0.55,0.58,0.54,0.54
b_0,3.03,3.48,2.93,5.09,5.72,3.04,0.93,0.96,0.34,0.63,0.35,0.53,0.46,0.56,0.64,0.39
f_0,3.12,9.12,3.64,3.38,3.47,3.48,1.04,0.64,0.76,0.77,0.71,0.36,0.61,0.61,0.79,0.31
h_0,4.29,4.45,3.53,4.11,3.26,3.7,2.03,1.07,0.84,0.88,0.82,0.67,0.85,0.69,0.84,0.67
a_0,3.79,4.04,3.66,4.13,5.85,5.44,1.1,1.16,0.71,0.99,0.42,0.89,0.81,0.33,0.85,0.48
e_0,6.28,5.02,3.94,3.45,3.88,4.64,1.36,1.08,0.88,0.87,0.92,0.45,0.57,0.92,0.32,0.73
g_0,3.9,4.86,4.41,4.36,4.71,3.25,1.08,1.81,0.9,0.81,1.03,0.98,0.47,0.82,0.81,0.99
