,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.38,1.17,1.84,1.21,1.15,1.11,2.01,2.16,2.4,2.56,2.35,1.71,2.86,2.4,2.11,2.77
d_1,1.33,2.46,1.23,1.15,1.13,1.15,2.42,2.19,4.11,1.81,3.4,2.54,3.19,2.86,2.89,2.75
e_1,1.21,1.06,2.49,1.44,1.24,1.18,2.42,2.51,2.68,4.36,3.04,2.94,3.53,2.8,2.3,4.13
c_1,1.2,1.18,1.04,2.65,2.06,1.24,2.03,2.15,1.6,2.3,2.24,2.87,3.21,2.58,2.65,3.72
b_1,1.25,1.36,1.15,1.06,2.8,2.06,2.65,2.06,2.67,2.98,1.46,2.86,3.13,2.73,2.68,3.45
a_1,1.31,1.4,1.2,1.29,0.98,3.29,2.39,2.84,2.52,2.41,3.14,3.14,4.02,2.0,2.9,3.14
h_1,1.76,1.42,1.19,1.54,1.19,1.16,4.16,3.31,2.43,2.53,2.45,2.87,3.12,2.56,2.95,4.37
g_1,1.22,1.89,1.22,1.5,1.27,1.13,2.51,4.42,2.68,2.43,2.63,4.02,3.22,3.44,3.09,3.01
c_0,1.56,1.25,1.33,1.24,1.1,1.49,2.97,2.75,4.07,2.94,5.11,2.92,3.99,3.51,3.21,3.9
d_0,1.43,1.0,1.13,2.33,1.37,1.32,2.7,2.66,1.95,4.12,2.7,3.26,3.58,2.81,3.08,3.58
b_0,1.46,1.23,1.37,1.52,1.32,1.12,2.96,3.0,2.45,3.12,4.33,2.78,3.57,5.32,3.13,3.8
f_0,1.19,1.59,1.18,1.49,1.29,1.28,3.02,2.43,3.02,2.49,3.37,4.55,4.44,3.24,5.37,3.43
h_0,1.77,1.45,1.31,1.37,1.39,1.2,2.05,3.28,2.48,2.7,3.11,2.76,3.01,2.69,3.15,4.63
a_0,1.53,1.35,1.37,1.36,1.38,0.97,3.23,2.39,3.03,3.02,2.68,3.32,4.41,4.86,3.51,4.02
e_0,1.62,1.45,0.94,1.57,1.47,1.28,2.93,2.64,2.93,2.63,3.21,2.72,3.43,2.59,5.2,3.53
g_0,1.3,2.09,0.92,1.2,1.33,1.38,2.65,2.14,3.03,2.39,3.02,4.18,3.37,3.2,3.31,2.97
