,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.75,0.85,0.97,0.89,0.76,0.53,0.48,0.64,0.36,0.45,0.36,0.34,0.34,0.29,0.27
f_1,1.34,1.0,0.97,0.86,0.79,0.56,0.46,0.44,0.39,0.38,0.35,0.4,0.28,0.3,0.26,0.36
d_1,1.17,1.03,1.0,0.79,1.08,0.78,0.47,0.39,0.52,0.6,0.39,0.41,0.4,0.29,0.37,0.24
c_1,1.03,1.16,1.26,1.0,1.28,0.63,0.49,0.53,0.32,0.4,0.4,0.36,0.37,0.41,0.42,0.34
b_1,1.12,1.27,0.93,0.78,1.0,1.15,0.63,0.62,0.46,0.53,0.54,0.48,0.45,0.38,0.34,0.39
a_1,1.31,1.79,1.28,1.6,0.87,1.0,0.79,0.57,0.62,0.58,0.64,0.54,0.42,0.43,0.34,0.57
h_1,1.85,2.27,2.19,1.99,1.57,1.21,1.0,1.05,0.82,0.83,0.71,0.77,0.81,0.57,0.61,0.7
g_1,2.04,2.28,2.53,1.96,1.64,1.75,0.97,1.0,0.88,0.83,1.23,0.88,0.65,0.76,0.91,0.66
d_0,1.48,2.66,2.07,3.16,2.18,1.67,1.19,1.13,1.0,1.04,0.86,0.85,0.83,0.85,0.73,0.84
c_0,2.73,2.74,1.7,2.52,1.94,1.65,1.25,1.15,0.9,1.0,0.91,1.45,0.92,1.04,0.72,0.91
f_0,2.11,2.78,2.5,2.7,1.97,1.6,1.43,0.81,1.12,1.12,1.0,1.11,0.84,0.95,1.11,0.89
b_0,2.78,2.54,2.47,2.67,2.1,1.69,1.25,1.08,1.18,0.71,0.91,1.0,1.03,1.25,0.95,0.82
h_0,2.65,3.69,2.53,2.71,2.25,2.06,1.34,1.56,1.13,1.07,1.16,0.92,1.0,0.86,0.89,1.02
a_0,2.85,3.5,3.55,2.43,2.62,2.26,1.73,1.3,1.26,0.97,1.05,0.82,1.16,1.0,1.01,0.83
e_0,3.27,3.84,2.76,2.6,2.97,2.64,1.61,1.1,1.43,1.5,0.86,1.11,1.22,1.03,1.0,0.96
g_0,3.38,2.74,4.14,3.03,2.58,1.68,1.43,1.53,1.23,1.14,1.15,1.21,0.98,1.19,0.99,1.0
