,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,94.9,40.44,60.99,63.66,80.95,205.74,5169.06,8435.13,11600.18,14827.0,16803.79,11908.11,38377.31,43520.7,58740.84,85260.6
d_1,28.47,112.04,36.93,53.26,75.62,205.72,5419.59,7802.49,18264.28,6788.18,25046.75,25511.03,44048.75,52728.91,66671.39,77646.14
e_1,28.32,28.81,117.21,57.62,75.13,180.92,5400.41,8586.82,11359.02,23225.3,21918.7,25643.51,43328.93,47060.38,39465.31,115878.27
c_1,24.16,27.59,28.89,162.59,122.86,186.59,4167.69,7157.8,4117.56,10652.11,15870.62,24225.08,34720.24,38495.5,56219.56,98408.03
b_1,20.88,27.2,28.55,31.84,218.83,300.14,4798.83,5194.27,8765.32,13018.62,4189.47,24918.36,31786.08,44701.95,46846.15,71237.68
a_1,15.65,22.53,21.58,31.49,31.44,499.62,3348.16,5691.2,6353.78,7148.81,11364.82,16193.24,28783.91,17160.77,32902.42,46490.02
h_1,11.61,11.49,10.34,19.98,18.61,46.6,3400.27,3235.28,3165.29,3719.53,5004.62,7887.11,7711.75,13233.76,19309.98,31981.33
g_1,7.1,13.61,8.98,14.27,21.18,45.98,1384.37,4923.62,2392.3,2834.39,4785.21,8323.37,8810.27,14897.64,13959.67,15355.8
c_0,8.89,8.55,8.89,9.6,17.36,57.05,1410.18,2436.36,4814.71,3245.13,7890.53,6722.89,12402.12,15319.52,16918.26,24094.58
d_0,7.3,4.22,7.34,23.37,17.13,50.85,1352.92,2029.43,2035.39,5584.47,4196.01,7483.87,9266.7,11122.44,15513.22,19043.54
b_0,7.76,6.61,7.87,12.28,12.66,44.87,1290.45,1985.79,2040.94,3050.98,7211.65,5656.13,9159.53,18111.86,12869.35,19471.7
f_0,4.47,8.26,5.91,12.28,12.26,36.44,1260.81,1717.78,2286.84,2449.39,4257.59,9382.4,9829.15,10964.16,22262.25,16154.88
h_0,7.06,5.75,5.36,9.46,15.81,31.03,609.25,1841.72,1545.15,2347.56,3509.33,4236.73,5435.78,8358.54,11996.36,20312.21
a_0,5.75,4.71,6.36,8.71,11.77,,985.83,1215.74,1509.84,2260.78,2508.88,4436.44,6978.91,15898.21,11708.84,16501.34
e_0,4.1,5.73,2.72,9.92,12.59,27.59,951.25,1385.03,1589.95,1960.16,3098.55,3595.99,5356.75,5996.65,19241.61,13192.35
g_0,4.24,7.71,3.04,6.59,10.5,23.42,813.32,808.16,1614.97,1523.93,2611.06,5042.53,5167.01,6380.97,8045.31,8548.7
