,f_1,c_1,e_1,b_1,d_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
f_1,9886.83,6687.35,11004.33,8689.6,10431.46,48202.75,9674634.51,19027134.85,22339451.96,20898856.3,64777712.62,50455134.07,210982551.11,297821046.42,288161993.45,516703683.17
c_1,4530.18,15476.23,6900.48,16384.03,10826.24,50636.02,8923319.27,17923015.28,13669993.2,20412939.83,38933453.65,79067788.38,160710419.02,289292424.13,374678334.24,517737340.61
e_1,5234.58,8218.34,17286.76,9784.64,8706.23,45343.17,11028015.45,31621545.89,22639400.6,19238328.85,63394240.7,79426519.27,204546740.62,304115548.9,231076388.61,531086376.11
b_1,4745.8,6442.13,6702.66,24016.69,10920.05,95342.93,9981684.61,17067425.04,21086977.89,20536915.83,44605750.71,80717064.08,142102916.13,266868957.7,414938230.16,505833549.55
d_1,4434.26,5336.31,7568.63,9089.48,27503.38,56506.18,9969876.75,13844794.41,41403324.6,20385383.44,81238035.6,104896272.67,227145584.34,297004500.08,423033260.77,617032100.47
a_1,5040.97,6613.06,7813.12,9088.17,11016.52,188573.32,10727105.88,17642520.87,23922044.27,20698468.25,61127739.05,94743838.17,134369509.77,303602146.28,414787672.02,629293393.11
h_1,6177.1,8123.95,8097.24,9873.43,11883.35,52209.1,18975697.46,19135985.42,23682484.02,28234252.71,65807831.57,87316181.44,195751682.26,272372238.01,364286590.74,713392743.72
d_0,5315.78,11762.2,7042.89,13038.88,8074.37,39588.03,10063121.85,27964457.73,18162301.38,20649232.06,51584557.23,87774455.09,191198649.52,353448001.31,463617130.76,574981636.82
c_0,5247.16,6021.39,8304.35,8508.42,12909.62,57229.74,11801535.98,20418647.67,41025015.83,21374205.1,122509554.84,106069568.87,319329165.62,374655755.93,467237070.27,613963442.7
g_1,4837.32,6949.16,7602.37,9588.89,17524.8,46020.02,8541475.58,17770125.29,28330448.18,45375240.07,66242850.29,126175529.09,230201249.66,330005759.73,416101608.38,486380831.48
b_0,6010.9,8064.71,7508.91,7693.44,12037.85,46088.03,11532699.47,21378023.53,28616464.24,23777132.97,110989603.23,96633104.88,460478533.56,357918366.79,442600778.84,645901122.52
f_0,4968.01,7815.42,6954.97,10677.31,12030.76,62657.72,11122103.82,21673584.94,28518125.88,21225525.06,73283813.04,153560493.24,225913106.94,355732686.63,777816684.44,596429455.01
a_0,6049.26,8023.26,8391.31,10958.28,10507.19,45643.63,11754096.62,22817601.45,22524239.88,25265472.6,76847276.04,90601671.75,412794852.97,377592830.51,454689946.11,526447514.51
h_0,6717.11,7286.56,6975.85,10663.44,12384.44,53165.55,7661265.4,20106667.06,21866951.15,27214444.2,71299725.97,81617200.06,233629474.99,273467400.26,422244983.06,704223171.18
e_0,6051.44,7691.32,6411.58,10552.72,12571.06,55568.3,12079639.55,17981800.12,24961797.46,20736506.92,70509069.36,86909251.55,218623080.3,362336486.55,827728111.5,680124500.99
g_0,4584.92,7030.19,6206.26,10046.27,16484.34,63184.04,11242792.28,18942935.9,29194790.99,17924557.94,76889535.94,134146083.01,208526302.35,363999379.64,572838377.03,521937859.32
