,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.33,0.87,0.66,1.04,0.72,0.61,1.46,1.56,1.41,2.82,1.84,1.86,2.07,1.52,1.07,2.1
f_1,1.45,2.34,0.77,0.8,0.66,0.47,1.58,1.26,1.44,1.67,1.63,0.73,1.88,1.46,1.14,1.63
d_1,0.8,0.92,2.43,0.6,0.82,0.73,1.5,1.43,3.16,1.1,2.02,1.59,2.34,1.55,1.52,1.87
c_1,0.79,0.83,0.82,2.54,1.46,0.57,1.24,1.19,0.86,1.59,1.02,1.76,1.84,1.28,1.55,1.86
b_1,0.76,0.81,0.87,0.78,2.61,1.36,1.51,1.26,1.63,1.48,1.05,1.68,2.22,0.99,1.41,1.89
a_1,0.84,0.97,0.94,0.74,0.67,3.06,1.77,1.3,1.87,1.86,1.68,1.84,2.14,1.21,1.35,2.28
h_1,0.93,1.24,0.91,0.94,0.7,0.67,3.34,2.1,1.69,1.63,1.95,1.7,1.61,1.69,1.3,2.65
g_1,0.73,0.87,1.38,0.89,0.77,0.64,1.58,3.56,1.96,1.61,1.85,2.86,2.57,1.6,1.81,1.66
c_0,0.97,1.06,1.0,0.72,0.59,0.79,1.89,1.39,3.15,1.84,3.73,1.87,2.37,2.12,1.6,2.14
d_0,1.01,0.99,0.58,1.63,0.89,0.58,1.66,1.54,1.26,2.96,1.9,1.86,2.15,1.49,1.6,2.23
b_0,0.9,1.03,1.1,0.82,0.58,0.59,1.8,1.9,2.16,1.8,3.25,2.02,2.49,3.56,1.6,2.2
f_0,0.83,0.77,1.05,1.03,0.87,0.78,1.67,1.88,1.84,1.9,1.99,3.11,2.56,1.74,2.88,1.89
h_0,0.95,1.3,1.09,0.9,0.73,0.61,1.27,1.89,1.84,1.72,1.92,1.62,1.79,1.47,1.44,2.97
a_0,1.0,0.99,1.03,0.82,0.98,0.43,1.77,1.85,2.08,1.95,1.95,1.83,2.55,3.34,1.6,2.16
e_0,0.63,1.06,0.95,1.05,0.9,0.72,1.93,1.67,2.05,2.11,1.96,2.01,2.41,1.31,3.34,2.32
g_0,0.78,0.86,1.37,1.05,0.89,0.69,1.37,1.24,1.91,1.46,2.08,2.91,1.99,1.77,1.52,1.41
