,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.48,0.16,0.19,0.15,0.14,0.11,0.18,0.15,0.33,0.22,0.17,0.15,0.22,0.2,,0.19
f_1,0.26,1.49,0.17,0.18,0.17,0.14,0.17,0.21,0.21,0.18,0.18,,0.21,0.14,0.14,0.17
d_1,0.14,0.19,1.52,0.16,0.14,0.13,0.18,0.18,,0.38,0.21,0.18,0.23,0.14,0.17,0.16
c_1,0.19,0.18,0.17,1.55,0.26,0.12,0.19,0.19,0.18,,0.17,0.15,0.23,0.2,0.2,0.17
b_1,0.2,0.19,0.19,0.16,1.59,,0.16,0.17,0.23,0.21,,0.2,0.22,0.12,0.13,0.21
a_1,0.23,0.19,0.16,0.15,,1.79,0.29,0.21,0.22,0.24,0.21,0.22,0.25,,,0.18
h_1,0.42,0.51,0.37,0.37,0.45,0.23,1.67,0.51,0.46,0.5,0.43,0.49,,0.27,0.36,0.55
g_1,0.37,0.37,0.5,0.4,0.36,0.28,0.39,1.7,0.39,0.45,0.59,0.64,0.48,,0.51,
d_0,0.44,0.43,,0.71,0.44,0.31,0.64,0.56,1.43,0.41,0.42,0.47,0.72,0.56,0.34,0.54
c_0,0.49,0.47,0.32,,0.35,0.34,0.55,0.59,0.59,1.46,0.96,0.51,0.55,0.4,0.44,0.49
b_0,0.58,0.51,0.47,0.4,,0.39,0.55,0.39,0.67,0.42,1.45,0.5,0.65,0.77,0.38,0.66
f_0,0.37,,0.51,0.52,0.44,0.33,0.44,0.45,0.53,0.57,0.56,1.51,0.78,0.48,0.91,0.43
h_0,0.58,0.67,0.6,0.48,0.55,0.5,,0.67,0.64,0.75,0.62,0.72,,0.69,0.54,1.04
a_0,0.42,0.58,0.49,0.5,0.47,,0.82,,0.52,0.57,0.55,0.49,0.58,1.62,,
e_0,,0.58,0.52,0.47,0.47,,0.44,0.44,0.85,0.58,0.67,0.42,0.62,,1.67,0.77
g_0,0.52,0.58,0.92,0.63,0.51,0.55,0.7,,0.63,0.75,0.5,1.18,0.7,,0.52,
