,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.0,0.89,1.02,0.84,0.89,0.81,0.71,0.67,0.62,0.96,0.64,0.66,0.5,0.52,,0.48
f_1,1.12,1.0,0.96,1.1,1.17,0.92,0.55,0.6,0.72,0.74,0.73,,0.56,0.47,0.46,0.51
d_1,0.98,1.04,1.0,0.82,0.9,0.95,0.79,0.6,0.86,,0.63,0.66,0.5,0.53,0.56,0.49
c_1,1.19,0.91,1.23,1.0,1.35,0.73,0.71,0.64,,0.56,0.74,0.69,0.48,0.6,0.65,0.6
b_1,1.13,0.85,1.12,0.74,1.0,1.38,0.88,0.78,0.69,0.63,,0.68,0.69,0.65,0.56,0.64
a_1,1.23,1.08,1.05,1.37,0.73,1.0,1.1,0.68,0.89,0.8,0.87,0.6,,0.89,,0.72
h_1,1.42,1.81,1.27,1.41,1.14,0.91,1.0,1.27,0.9,0.97,0.93,0.76,0.78,,0.68,0.68
g_1,1.5,1.67,1.67,1.56,1.28,1.47,0.79,1.0,0.88,0.85,0.71,1.39,0.73,0.81,0.85,
c_0,1.62,1.39,1.16,,1.45,1.12,1.12,1.14,1.0,0.93,1.45,1.09,0.78,0.92,0.94,0.79
d_0,1.05,1.35,,1.8,1.58,1.24,1.03,1.17,1.08,1.0,1.07,1.02,1.04,0.92,0.84,0.99
b_0,1.57,1.38,1.58,1.35,,1.15,1.08,1.42,0.69,0.93,1.0,0.94,1.61,1.13,0.97,0.97
f_0,1.51,,1.52,1.44,1.48,1.67,1.32,0.72,0.92,0.98,1.07,1.0,0.87,1.35,,0.76
a_0,1.99,1.78,1.99,2.1,1.46,,1.28,1.37,1.29,0.97,0.62,1.15,1.0,0.89,,0.83
h_0,1.92,2.13,1.9,1.68,1.54,1.12,,1.24,1.09,1.08,0.89,0.74,1.13,,0.7,1.32
e_0,,2.19,1.78,1.54,1.79,,1.47,1.18,1.06,1.19,1.03,,,1.42,1.0,0.97
g_0,2.06,1.95,2.03,1.66,1.55,1.38,1.46,,1.27,1.01,1.03,1.31,1.21,0.76,1.03,
