,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.67,0.9,1.0,1.06,1.0,1.0,1.09,1.38,1.03,1.2,0.93,0.97,0.94,,1.19
f_1,1.5,1.0,1.18,1.02,0.92,0.83,0.93,0.91,1.07,0.79,,0.87,0.91,0.95,0.74,1.11
d_1,1.11,0.85,1.0,1.24,0.98,1.15,0.97,0.66,,1.82,0.86,0.96,1.03,1.0,0.89,0.67
c_1,1.0,0.98,0.8,1.0,1.3,1.17,1.15,0.94,0.84,,0.95,0.94,1.11,,0.98,0.84
b_1,0.94,1.09,1.02,0.77,1.0,1.63,0.88,1.39,0.76,1.46,1.17,,0.89,0.9,0.86,1.07
a_1,1.0,1.2,0.87,0.86,0.61,1.0,0.95,0.91,0.97,0.94,,1.19,1.27,,0.89,1.35
h_1,1.0,1.07,1.03,0.87,1.14,1.06,1.0,1.16,0.97,0.81,0.91,0.9,,1.02,0.85,1.22
g_1,0.92,1.1,1.51,1.07,0.72,1.1,0.86,1.0,0.92,0.86,1.31,1.04,0.82,1.07,0.77,
d_0,0.73,0.93,,1.19,1.31,1.03,1.03,1.09,1.0,0.84,0.9,1.03,1.01,1.14,1.13,0.98
c_0,0.97,1.27,0.55,,0.68,1.06,1.23,1.17,1.19,1.0,0.98,1.57,0.93,1.06,0.94,0.9
f_0,0.83,,1.16,1.05,0.86,,1.1,0.76,1.11,1.02,1.0,1.16,1.37,0.75,1.66,0.67
b_0,1.07,1.15,1.04,1.06,,0.84,1.11,0.96,0.97,0.64,0.86,1.0,0.94,1.51,1.0,1.07
h_0,1.03,1.1,0.97,0.9,1.13,0.79,,1.22,0.99,1.08,0.73,1.07,,0.82,1.19,1.2
a_0,1.07,1.05,1.0,,1.11,,0.98,0.93,0.88,0.94,1.34,0.66,1.21,1.0,,1.24
e_0,,1.35,1.12,1.02,1.16,1.12,1.17,1.29,0.89,1.06,0.6,1.0,0.84,,1.0,1.05
g_0,0.84,0.9,1.49,1.2,0.94,0.74,0.82,,1.02,1.11,1.49,0.93,0.84,0.8,0.95,
