,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.43,0.67,1.26,1.38,1.49,1.07,0.32,0.28,0.39,0.24,0.23,0.29,0.16,0.24,0.34,0.18
f_1,1.09,0.43,0.93,1.33,1.28,1.06,0.24,0.28,0.38,0.21,0.23,0.39,0.13,0.24,0.19,0.18
d_1,1.55,1.24,0.4,1.32,1.14,1.07,0.32,0.39,0.22,0.23,0.24,0.26,0.18,0.21,0.21,0.11
c_1,1.01,1.37,1.64,0.4,1.13,1.13,0.38,0.15,0.45,0.38,0.3,0.27,0.17,0.24,0.23,0.18
b_1,1.23,1.57,1.65,0.71,0.39,1.48,0.38,0.27,0.38,0.4,0.5,0.24,0.18,0.28,0.23,0.19
a_1,1.89,1.71,1.54,1.54,0.77,0.33,0.55,0.4,0.44,0.36,0.39,0.29,0.22,0.53,0.38,0.23
h_1,2.05,2.3,2.15,2.36,2.1,1.81,0.31,0.5,0.63,0.39,0.42,0.42,0.49,0.4,0.38,0.33
d_0,1.46,2.4,3.07,2.44,2.49,2.36,0.65,0.34,0.85,0.45,0.48,0.5,0.36,0.44,0.49,0.39
g_1,2.58,2.65,2.37,2.59,2.32,1.97,0.5,0.65,0.27,0.53,0.48,0.48,0.29,0.52,0.41,0.48
c_0,2.61,2.48,1.41,5.12,2.71,2.7,0.7,0.9,0.67,0.32,0.5,0.55,0.43,0.52,0.46,0.34
b_0,2.36,2.59,2.08,3.74,4.2,2.39,0.75,0.64,0.78,0.3,0.3,0.51,0.44,0.43,0.49,0.37
f_0,2.58,3.87,2.79,2.84,2.32,2.22,0.75,0.66,0.51,0.58,0.56,0.29,0.46,0.51,0.45,0.28
h_0,2.73,3.33,2.91,2.9,2.77,2.61,1.18,0.63,0.86,0.62,0.54,0.56,0.62,0.51,0.45,0.44
a_0,2.51,3.2,2.85,3.49,3.8,4.16,0.94,0.7,0.84,0.52,0.36,0.66,0.54,0.29,0.59,0.42
e_0,4.37,3.7,3.13,3.43,3.21,2.58,1.0,0.73,0.71,0.62,0.59,0.32,0.47,0.66,0.3,0.42
g_0,3.56,3.5,3.24,3.45,3.06,2.84,0.72,0.69,1.11,0.58,0.57,0.65,0.38,0.6,0.53,0.6
